Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Legal Classification_FI,Legal Classification_FIC,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets
MAPFRE FI RENDA FIXA,08.610.270/0001-26,0.01,5000,0.0,Elíseo João Viciana,0,142,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,73791567.58,2019-02-01 00:00:00,-50118243.47,-79114916.34,-57744377.16,96552312.52,115430910.5,114720800.85,0.034994236095,0.067813893436,0.166230962646,0.002434438236,0.002800864027,0.0037726632529999997,0.00350663771,0.003444647964,-0.000418443413,-0.19440757351399998,-0.082080183178,-0.313017822287,0.062425059819,-0.085842716894,0.012355642731,9.0,28865516.81777778
MAPFRE FI RENDA FIXA CRÉDITO PRIVADO LP,17.137.268/0001-72,0.01,10000,0.0,Elíseo João Viciana,4,72,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,13702440.53,2019-01-31 00:00:00,-4606005.59,-5239322.94,-4333081.05,15400594.53,16657454.11,17551707.74,0.031619658888,0.06423488956,0.16808025812299998,0.000635460645,0.000798245968,0.001503138107,0.000132060503,-0.000134355912,0.001430852064,-0.197782150721,-0.085659187054,-0.31116852681,0.059050482612,-0.08942172077,0.014204938208,9.0,28865516.81777778
MAPFRE I FI RENDA FIXA REFERENCIADO DI,73.970.642/0001-97,0.01,500,0.0,Elíseo João Viciana,0,301,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13694548.35,2019-02-01 00:00:00,-1324092.92,-2673317.15,-14784269.37,14220701.68,14664817.19,16202097.7,0.029592632395,0.06026875417,0.15748894159500001,0.000314805185,0.000423901421,0.001249769108,-0.00189496599,-0.0041004913030000005,-0.009160464465,-0.19980917721400002,-0.089625322444,-0.321759843339,0.057023456119000004,-0.09338785615999999,0.003613621679,9.0,28865516.81777778
MAPFRE II FI RENDA FIXA REFERENCIADO DI,07.906.349/0001-36,0.015,50000,0.0,Elíseo João Viciana,0,142,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,66625986.06,2019-02-01 00:00:00,2965216.77,6911304.36,17684525.89,62929528.49,61238573.06,55118814.86,0.028949331768,0.058353861891,0.153111196298,0.000535696016,0.00048588792399999995,0.001290742415,-0.002538266617,-0.006015383581,-0.013538209761,-0.20045247784099998,-0.091540214723,-0.32613758863500003,0.056380155491000006,-0.095302748439,-0.000764123617,9.0,28865516.81777778
MAPFRE INVERSION FI MULTIMERCADO,07.187.591/0001-05,0.026000000000000002,5000,0.2,Elíseo João Viciana,21,156,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30919281.86,2019-01-31 00:00:00,-839510.78,-21388716.47,-34366608.15,28202458.76,31453089.9,39882050.58,0.122088949444,0.20172665176399998,0.304931249646,0.054535865633,0.05256692722300001,0.041681668783,0.09060135105900001,0.13735740629100002,0.138281843586,-0.107312860164,0.051832575150000004,-0.174317535288,0.149519773168,0.048070041434,0.15105592973,9.0,28865516.81777778
MAPFRE SMALL FI AÇÕES,09.296.022/0001-15,0.025,5000,0.2,Elíseo João Viciana,4,122,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5611116.55,2019-01-31 00:00:00,37543.47,-22154087.67,-7019348.17,4646944.13,7177521.79,14998227.1,0.241104877015,0.17106738314400002,0.783532681742,0.194166994224,0.180267221356,0.188487309393,0.20961727863000001,0.106698137671,0.6168832756829999,0.011703067406,0.021173306529999998,0.30428389680900003,0.26853570073899996,0.017410772813,0.6296573618269999,9.0,28865516.81777778
MASTER FIC RENDA FIXA REFERENCIADO DI,03.515.596/0001-50,0.01,50000,0.0,Tatiana Grecco,0,229,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11555630475.25,2019-02-01 00:00:00,-937800735.49,-2306784563.88,-5272711530.97,11919228479.03,12249513895.23,13323886295.56,0.02650837737,0.053975711424000004,0.145061649712,1.6460081e-05,7.2612703e-05,0.001274328374,-0.004979221016,-0.010393534049,-0.021587756347,-0.20289343223900003,-0.095918365191,-0.33418713522099996,0.053939201092999996,-0.09968089890699999,-0.008813670203,92.0,1980211007.7465217
MAUÁ ABSOLUTO FIC MULTIMERCADO,08.929.653/0001-61,0.015,5000,0.2,Luis Alberto Pimenta Garcia,21,137,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,323449515.87,2019-01-31 00:00:00,-6705145.49,103293877.81,195124236.42,321639823.84,306073258.32,238868097.38,0.028615788551999997,0.038586505758,0.174169824968,0.039760880228,0.042005613442999995,0.054179757791999995,-0.0028718098339999996,-0.025782739715,0.0075204189089999995,-0.200786021057,-0.11130757085700001,-0.305078959965,0.056046612275000005,-0.115070104573,0.020294505052999998,4.0,456217519.64
MAUÁ INSTITUCIONAL FIC MULTIMERCADO,18.048.639/0001-02,0.015,5000,0.2,Luis Alberto Pimenta Garcia,1,63,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,168776502.3,2019-01-31 00:00:00,6899540.31,87909190.17,137337528.1,143168622.86,145514301.44,89847575.9,0.054032540891,0.072651067065,0.195195147786,0.021208514842000002,0.02062462093,0.029744051107,0.022544942506,0.008281821593,0.028545741727,-0.175369268718,-0.077243009549,-0.284053637147,0.081463364615,-0.081005543265,0.041319827871,4.0,456217519.64
MAUÁ IPCA HEDGE II FIC MULTIMERCADO,17.858.510/0001-05,0.017,5000,0.2,Luis Alberto Pimenta Garcia,11,63,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,33444134.56,2019-01-31 00:00:00,1361765.94,-692822.75,-101709700.46,31968481.03,30823165.48,71413583.34,0.144273104242,0.1084041598,0.33587790235200005,0.07974069871100001,0.089306188072,0.123924917356,0.112785505856,0.044034914327,0.169228496292,-0.085128705367,-0.041489916815,-0.143370882582,0.171703927965,-0.045252450531,0.182002582436,4.0,456217519.64
MAUÁ MACRO FIC MULTIMERCADO,05.903.038/0001-98,0.025,5000,0.2,Luis Alberto Pimenta Garcia,21,166,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1299199925.83,2019-01-31 00:00:00,-303494667.02,42575567.18,588595017.65,1472182896.76,1484189598.03,1285838435.45,0.02902010026,0.026103849051,0.190459107559,0.07088849556099999,0.073709087577,0.09763124763,-0.002467498125,-0.038265396421,0.0238097015,-0.200381709349,-0.123790227563,-0.288789677374,0.056450923984,-0.127552761279,0.036583787644,4.0,456217519.64
MAXI IB FIC RENDA FIXA REFERENCIADO DI,68.971.183/0001-26,0.005,300000,0.0,Tatiana Grecco,0,316,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,995379003.45,2019-02-01 00:00:00,-80217983.47,-179080840.96,-434221573.65,1029256763.55,1052391570.64,1122026413.3,0.029368412679999997,0.059763509825,0.157916945584,3.1501616e-05,7.8319258e-05,0.001294409932,-0.0021191857049999998,-0.004605735648,-0.008732460475,-0.200033396929,-0.090130566789,-0.32133183934900006,0.056799236404,-0.09389310050500001,0.0040416256690000004,92.0,1980211007.7465217
MAXI PREMIUM FIC RENDA FIXA,04.222.383/0001-01,0.01,5000,0.0,Tatiana Grecco,0,210,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,56081078.94,2019-01-31 00:00:00,-880673.11,-7349026.68,-12035819.64,55972243.63,56894026.78,58387298.93,0.027362473692,0.05571852524,0.152161325961,0.000852218332,0.000930498377,0.0028914658440000003,-0.004125124693,-0.008650720233,-0.014488080098000001,-0.202039335917,-0.09417555137400001,-0.327087458972,0.054793297416,-0.09793808509,-0.001713993954,92.0,1980211007.7465217
MB INSTITUIÇÕES FINANCEIRAS FI AÇÕES,14.632.925/0001-60,0.01,1000,0.0,Jose Maria Ribeiro de Melo,4,86,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13271421.4,2019-01-31 00:00:00,-4028006.68,-7278028.5,-14806229.31,12185238.86,13599524.26,15538554.39,0.295167865273,0.41159457524,0.8460974571190001,0.211139468338,0.24592820565600002,0.249388316771,0.263680266888,0.34722532976700005,0.6794480510600001,0.065766055664,0.261700498626,0.366848672186,0.322598688997,0.25793796491,0.692222137204,4.0,15675421.334999999
MB MASTER FI RENDA FIXA REFERENCIADO DI LP,00.598.452/0001-17,0.003,100,0.0,Jose Maria Ribeiro de Melo,0,283,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,25402915.73,2019-01-31 00:00:00,-16473229.5,-976669.49,-509864.72,33591527.31,30761536.91,27967722.12,0.029383744763,0.060196582460999994,0.158603762772,0.000161777374,0.000149717667,0.001286884693,-0.0021038536220000003,-0.0041726630110000005,-0.008045643287999999,-0.200018064846,-0.089697494153,-0.32064502216199997,0.056814568487,-0.093460027869,0.004728442856,4.0,15675421.334999999
MB MATIC FI RENDA FIXA LP,04.570.232/0001-36,0.005,1000,0.0,Jose Maria Ribeiro de Melo,0,209,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3801458.71,2019-01-31 00:00:00,1380426.23,-2837024.62,-3120258.85,2541608.93,3870208.2,5106160.0,0.019637151905,0.043409090612,0.131798490231,0.000236027418,0.000414777474,0.001495936633,-0.01185044648,-0.020960154860000003,-0.034850915828,-0.20976465770400002,-0.106484986002,-0.347450294702,0.047067975629,-0.11024751971800001,-0.022076829683999998,4.0,15675421.334999999
META PLUS FI MULTIMERCADO,07.967.083/0001-31,0.025,5000,0.2,Alexandre Horstmann,1,151,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7214068.31,2019-01-31 00:00:00,-11990219.99,2521770.7,2495029.84,14400488.41,12256079.43,8174877.22,0.028277556759,0.030954430802,0.15389996693900002,0.021288748117,0.028343658623999998,0.052273612237,-0.003210041626,-0.03341481467,-0.012749439119999999,-0.20112425285000002,-0.118939645812,-0.32534881799399995,0.055708380482999996,-0.122702179528,2.4647023000000003e-05,3.0,77631823.48333333
META VALOR FI AÇÕES,07.899.238/0001-40,0.03,5000,0.2,Alexandre Horstmann,4,153,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,206902354.65,2019-01-31 00:00:00,29252028.41,71685468.55,112163316.21,166348650.05,146091735.3,102025459.86,0.243891677108,0.208805398216,0.7053701286790001,0.245312944344,0.24225773648299997,0.236833494463,0.21240407872300002,0.144436152744,0.53872072262,0.014489867499,0.058911321601999994,0.22612134374600001,0.271322500832,0.055148787886,0.551494808764,3.0,77631823.48333333
MÉTODO AÇÕES FIC AÇÕES,25.098.042/0001-38,0.055,10000,0.1,Alexandre de Lima Ghirghi,24,28,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5569204.55,2019-01-31 00:00:00,205000.0,439402.12,1148026.59,4689472.51,4498367.14,3918244.53,0.224120835035,0.182984821446,0.43885376056299996,0.16622418617600002,0.155606353521,0.15228526119,0.19263323665,0.11861557597399999,0.272204354504,-0.005280974574,0.033090744832,-0.040395024370000004,0.251551658759,0.029328211116,0.284978440648,1.0,5569204.55
MIM 104 FIC AÇÕES,24.215.278/0001-44,0.022000000000000002,50000,0.2,Leonardo de Andrade Linhares,45,28,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,66397727.57,2019-01-31 00:00:00,1376181.81,4214154.79,22413631.98,56057635.39,53643274.51,44855916.9,0.236485067686,0.191419366173,0.575412875297,0.17926757382800002,0.17200730098800002,0.1749479974,0.2049974693,0.127050120701,0.408763469238,0.0070832580769999995,0.041525289559000006,0.096164090364,0.263915891409,0.037762755843,0.421537555382,2.0,232651301.845
MINT BATALHA VALUE FI AÇÕES,10.382.858/0001-11,0.026600000000000002,1000,0.2,Franco Rossato Dal Pont,11,116,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,16197477.12,2019-01-31 00:00:00,1006129.99,2134137.52,2511480.93,13171994.83,12239904.49,10754976.68,0.3185633613,0.241587056859,0.6469745125119999,0.157375838928,0.15990688668,0.160284759822,0.28707576291500003,0.177217811387,0.480325106452,0.089161551691,0.091692980245,0.167725727578,0.345994185024,0.087930446529,0.493099192596,1.0,16197477.12
MIRAE ASSET DISCOVERY DIVIDENDOS FI AÇÕES,09.577.098/0001-19,0.03,5000,0.2,André Moura Pimentel,4,121,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,22359903.81,2019-01-31 00:00:00,-5510532.69,-17300356.66,11202689.05,19869275.47,24230867.85,26047185.43,0.313610010414,0.19365157665200003,0.418032085509,0.23388600237799997,0.219565501556,0.211616083481,0.282122412029,0.12928233118,0.25138267945,0.08420820080500001,0.043757500038000004,-0.061216699423999994,0.34104083413799996,0.039994966322,0.264156765593,5.0,27334765.441999994
MIRAE ASSET IBOVESPA ATIVO FI AÇÕES,11.542.062/0001-41,0.04,500000,0.0,André Moura Pimentel,4,106,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3894999.54,2019-01-31 00:00:00,-1093436.24,-657913.1,-3651373.86,4006404.31,4481221.17,5426773.52,0.23818818581399998,0.144772865025,0.452298500234,0.24742033941900002,0.24133683990000002,0.231368527875,0.206700587429,0.080403619553,0.285649094175,0.008786376205,-0.0051212115889999995,-0.026950284699,0.265619009538,-0.008883745305000001,0.298423180319,5.0,27334765.441999994
MIRAE ASSET IBOVESPA ATIVO GOLD FI AÇÕES,12.227.865/0001-74,0.03,500000,0.2,André Moura Pimentel,4,99,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5861559.85,2019-01-31 00:00:00,-403008.2,520408.02,1557149.45,5080666.95,5480003.43,4738172.28,0.247502758262,0.155736980128,0.438026503223,0.246861987928,0.240945807333,0.22436413348599998,0.216015159877,0.091367734656,0.271377097164,0.018100948653,0.005842903514,-0.041222281709999996,0.274933581986,0.0020803697979999997,0.284151183308,5.0,27334765.441999994
MIRAE ASSET IMA-B FI RENDA FIXA,13.554.383/0001-91,0.005,5000,0.0,André Moura Pimentel,1,91,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37453180.72,2019-01-31 00:00:00,13298512.07,-18445596.99,16288744.69,24113622.15,29301825.85,24772389.52,0.136652279834,0.135045077451,0.30006618805999996,0.057950713502,0.054533130634000004,0.073540284985,0.10516468144899999,0.070675831979,0.13341678200100002,-0.092749529775,-0.014848999163,-0.179182596873,0.16408310355699998,-0.018611532878999998,0.14619086814499999,5.0,27334765.441999994
MIRAE ASSET MACRO STRATEGY FI MULTIMERCADO,18.908.578/0001-06,0.0175,5000,0.2,André Moura Pimentel,2,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,67104183.29,2019-01-31 00:00:00,-63045991.09,-274282322.75,-78866715.95,87803523.54,163471390.29,215417152.44,0.051768779258000004,0.021010736092000003,0.134335514543,0.07704389213599999,0.082428510182,0.066346055957,0.020281180873,-0.043358509381,-0.032313891516000004,-0.177633030351,-0.12888334052199998,-0.34491327038999997,0.079199602982,-0.132645874238,-0.019539805373,5.0,27334765.441999994
MOAT CAPITAL EQUITY HEDGE FIC MULTIMERCADO,24.140.256/0001-62,0.02,20000,0.2,Luiz Paulo Corrêa Aranha,22,32,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,101145720.06,2019-01-31 00:00:00,22840363.04,41111708.01,66154043.83,80441238.73,73019920.36,59788163.38,0.055134271352999996,0.065230743893,0.184036188185,0.05585593163100001,0.054863028636999996,0.060451561472,0.023646672968,0.0008614984200000001,0.017386782126,-0.174267538256,-0.084663332722,-0.295212596748,0.08256509507700001,-0.088425866438,0.030160868270000002,2.0,671135072.845
MOAT CAPITAL FIC AÇÕES,20.658.576/0001-58,0.02,20000,0.2,Luiz Paulo Corrêa Aranha,14,53,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1241124425.63,2019-01-31 00:00:00,433925377.35,709260606.78,900434950.43,780828777.46,594386139.69,344411040.63,0.320701946791,0.338299705114,0.9187232076930001,0.284999717224,0.253478115993,0.240776250783,0.289214348406,0.27393045964199997,0.752073801633,0.091300137182,0.1884056285,0.439474422759,0.348132770515,0.184643094784,0.7648478877770001,2.0,671135072.845
MODAL LION FI MULTIMERCADO CRÉDITO PRIVADO,06.893.041/0001-30,0.015,100,0.0,Luiz Eduardo Mendes de Almeida Portella,1,170,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,49470142.5,2019-01-31 00:00:00,-141843.15,-3551396.4,5939782.78,49665991.67,50759027.36,50463656.82,0.033255732035,0.066611275848,0.170399278295,0.000703713601,0.000532100884,0.001291830953,0.00176813365,0.002242030375,0.003749872236,-0.19614607757400002,-0.083282800766,-0.30884950663800004,0.060686555759000005,-0.087045334482,0.01652395838,2.0,32121666.5
MÓDULO INSTITUCIONAL FI AÇÕES BDR NÍVEL I,06.118.222/0001-90,0.025,10000,0.2,Ricardo Schenker Wajnberg,22,120,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,64863151.04,2019-01-31 00:00:00,-4041344.66,-19575728.3,-57386849.42,57360076.75,58180078.8,74879007.75,0.24183654768,0.13047756187999998,0.448031083496,0.161232190508,0.14940492027,0.12931883864899998,0.21034894929499998,0.066108316408,0.281381677437,0.012434738071,-0.019416514734000002,-0.031217701437,0.269267371404,-0.023179048450000003,0.29415576358,1.0,64863151.04
MOGNO FI AÇÕES,20.468.028/0001-65,0.02,5000,0.2,Ricardo de Campos,24,49,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,106700511.17,2019-01-31 00:00:00,4261251.7,20283332.17,55187446.97,85046088.89,81931162.77,57184855.56,0.24918710205699998,0.214637218009,0.6991001623709999,0.20068871654599998,0.17318586567699998,0.153449191561,0.217699503672,0.150267972537,0.532450756312,0.019785292448,0.064743141395,0.21985137743799998,0.276617925781,0.060980607679,0.545224842455,1.0,106700511.17
MONGERAL AEGON FIC AÇÕES,16.961.689/0001-50,0.03,10000,0.0,Claudio Menezes Wanderley Pires,4,71,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,8932953.22,2019-01-31 00:00:00,3285885.73,1530885.73,2272454.33,6172935.95,6580585.53,6384752.97,0.22692772540099998,0.130440902324,0.426530217371,0.213623855941,0.194823546869,0.180331377652,0.19544012701500002,0.066071656852,0.259880811312,-0.002474084208,-0.01945317429,-0.052718567562,0.254358549124,-0.023215708006,0.272654897456,6.0,85365494.69833334
MONGERAL AEGON FI MULTIMERCADO,14.115.116/0001-80,0.0085,1000,0.2,Claudio Menezes Wanderley Pires,1,85,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152818587.21,2019-01-31 00:00:00,-7124984.59,30436279.49,62793903.8,152797275.65,144898962.91,116939241.14,0.035983342204,0.064775357122,0.185661411808,0.0063112632410000005,0.007362172568999999,0.007356624307,0.004495743819,0.00040611164999999997,0.019012005749,-0.193418467405,-0.08511871949199999,-0.293587373125,0.063414165928,-0.088881253208,0.031786091892999996,6.0,85365494.69833334
MONGERAL AEGON FI RENDA FIXA,11.435.287/0001-07,0.0034999999999999996,0,0.0,Claudio Menezes Wanderley Pires,1,100,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,146979787.84,2019-01-31 00:00:00,18812330.18,37124785.46,58991775.71,150132572.02,129408038.0,106709681.43,0.033213696807,0.066323047053,0.174165495623,0.001010918487,0.001387196001,0.001976662082,0.001726098422,0.001953801581,0.0075160895640000005,-0.196188112802,-0.083571029561,-0.30508328931,0.060644520531,-0.087333563277,0.020290175708,6.0,85365494.69833334
MONGERAL AEGON HEDGE FI MULTIMERCADO LP,22.128.319/0001-30,0.022000000000000002,5000,0.2,Claudio Menezes Wanderley Pires,16,40,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,23155982.82,2019-01-31 00:00:00,5951194.09,-1904662.13,6505649.66,16493811.5,19107323.46,21454862.9,0.108373812894,-0.09474793199100001,0.023838654755,0.096886294871,0.15404616430100002,0.20267849680299999,0.076886214509,-0.159117177464,-0.142810751304,-0.121027996715,-0.244642008605,-0.45541013017799997,0.135804636618,-0.248404542321,-0.130036665161,6.0,85365494.69833334
MONGERAL AEGON INFLAÇÃO FI RENDA FIXA REFERENCIADO IMA-B LP,14.115.118/0001-70,0.0055000000000000005,1000,0.2,Claudio Menezes Wanderley Pires,3,85,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,76042015.15,2019-01-31 00:00:00,7331151.05,14001697.88,27301373.28,66652585.77,57976573.17,50387612.01,0.145850841585,0.133536425276,0.295561831618,0.061546666885999995,0.061260539261,0.078448067141,0.1143632432,0.069167179803,0.128912425559,-0.083550968024,-0.016357651339,-0.18368695331499998,0.173281665309,-0.020120185055,0.141686511703,6.0,85365494.69833334
MONGERAL AEGON INSTITUCIONAL FI RENDA FIXA CRÉDITO PRIVADO LP,19.488.768/0001-84,0.004,10000,0.2,Claudio Menezes Wanderley Pires,1,52,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,104263641.95,2019-01-31 00:00:00,6457145.7,-6393418.22,3111828.0,101661439.39,101225444.5,100340347.66,0.033668485367,0.068768633875,0.176533218971,0.001186270745,0.0009849931939999999,0.001626089426,0.002180886982,0.004399388402,0.009883812912,-0.195733324242,-0.08112544273899999,-0.302715565962,0.061099309091000004,-0.084887976455,0.022657899056000002,6.0,85365494.69833334
MORE GLOBAL FI RENDA FIXA CRÉDITO PRIVADO LP,23.600.995/0001-27,0.025,25000,0.2,David Kim,12,34,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,64458758.34,2019-01-31 00:00:00,-8045150.38,-19273870.46,-23731690.98,66978136.97,71556931.49,76943496.68,0.032565649954,0.057372463203,0.166932243615,0.000980376454,0.003438160087,0.0044736462020000005,0.001078051568,-0.006996782270000001,0.000282837555,-0.196836159655,-0.09252161341100001,-0.312316541319,0.059996473677,-0.096284147127,0.013056923699,2.0,32772020.605
MORE HEDGE FI MULTIMERCADO,26.452.285/0001-95,0.02,10000,0.0,David Kim,1,26,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1085282.87,2019-01-31 00:00:00,-505104.53,-1178815.09,-3018361.43,1189435.64,1321697.62,2538545.29,0.011474114502,-0.048229542631999994,0.02585599385,0.12269386263,0.128941496436,0.091393829777,-0.020013483882999998,-0.112598788104,-0.140793412209,-0.21792769510700002,-0.198123619246,-0.45339279108299996,0.038904938225999997,-0.201886152962,-0.128019326065,2.0,32772020.605
MOSAICO FI AÇÕES,08.845.635/0001-00,0.021,50000,0.0,Luiz Otávio Bianchini Laydner,24,102,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51159664.62,2019-01-31 00:00:00,-1235610.27,-4610125.72,-3873867.43,41565295.59,42389531.67,40344827.11,0.34032118652,0.24184061940100002,0.700404415246,0.197683882184,0.196169243386,0.182669364031,0.308833588135,0.177471373929,0.533755009187,0.110919376911,0.091946542787,0.22115563031299998,0.36775201024399995,0.08818400907099999,0.546529095331,5.0,154221374.98999998
MULTINVEST FI AÇÕES,13.608.335/0001-39,0.02,1000,0.2,Leandro Wanderley Campos,8,88,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,47315181.8,2019-01-31 00:00:00,16185951.9,40403760.99,52662923.34,29897214.83,26396765.32,18676389.99,0.29340425458999997,0.23130467580800002,0.629588527085,0.237995603558,0.21753873762200002,0.19985015725400002,0.261916656205,0.166935430336,0.462939121026,0.064002444981,0.081410599194,0.150339742152,0.320835078314,0.077648065478,0.47571320717,2.0,27504445.669999998
MULTINVEST FI MULTIMERCADO,09.601.197/0001-99,0.025,10000,0.2,Leandro Wanderley Campos,22,103,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7693709.54,2019-01-31 00:00:00,-15624082.12,-17086663.59,-20673691.76,15975587.07,20826363.64,22544206.44,-0.0007644494679999999,0.015152509626999999,0.132561172614,0.099747180067,0.075543042923,0.056150347697,-0.032252047852999996,-0.049216735845,-0.034088233445,-0.230166259077,-0.134741566987,-0.34668761231899997,0.026666374256,-0.138504100703,-0.021314147300999998,2.0,27504445.669999998
MURANO FIC MULTIMERCADO,09.586.692/0001-76,0.03,10000,0.25,Christiano dos Santos Mendes Pereira,6,127,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,327061209.63,2019-01-31 00:00:00,244753735.23,281112296.86,272774157.98,233108061.0,138875142.64,89998562.48,0.022916645184000002,0.157370211612,0.25851056403,0.091468700474,0.100100761089,0.09724913773400001,-0.008570953201,0.09300096613999999,0.09186115797099999,-0.20648516442399997,0.007476134998,-0.220738220903,0.050347468908,0.0037136012819999997,0.104635244115,1.0,327061209.63
NAVI INSTITUCIONAL FI AÇÕES,14.113.340/0001-33,0.023,10000,0.2,Felipe Babo Lessa Campos,24,88,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,752807374.13,2019-01-31 00:00:00,216612971.47,348896137.09,516156903.72,495707533.85,416619107.2,267670682.02,0.273355546696,0.337549554463,0.765549747665,0.209885266797,0.192976754641,0.191344589854,0.24186794831099998,0.273180308991,0.598900341606,0.043953737087000004,0.187655477849,0.286300962732,0.30078637042,0.183892944133,0.61167442775,1.0,752807374.13
NC EAGLE FIC MULTIMERCADO,05.257.287/0001-53,0.025,3000,0.2,Rodrigo Galindo,5,180,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3325003.75,2019-01-31 00:00:00,-55013546.13,-59716886.56,-28014467.6,44094493.57,51933315.06,54576225.73,0.070578316431,0.077743577685,0.175871308194,0.040727166652,0.033653261975,0.037788094551000004,0.039090718046,0.013374332212,0.009221902135,-0.15882349317799999,-0.072150498929,-0.303377476739,0.09800914015500001,-0.07591303264499999,0.021995988278,5.0,164028314.25
