Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Legal Classification_FI,Legal Classification_FIC,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets
BRADESCO PRIME PLUS FIC RENDA FIXA,05.222.545/0001-66,0.006999999999999999,80000,0.0,Ricardo Pereira de Almeida,0,188,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6878180120.55,2019-02-01 00:00:00,-700026835.74,-1216998986.38,-298714326.66,7112549831.94,7393381812.57,7367697633.46,0.029138228168999997,0.058182332032,0.159737432178,0.0009242766870000001,0.0018937127619999999,0.003858365922,-0.002349370216,-0.006186913441,-0.006911973881,-0.20026358144,-0.09171174458199999,-0.319511352755,0.056569051892999996,-0.095474278298,0.005862112263,85.0,1103907477.173294
BRADESCO PRIME PLUS FIC RENDA FIXA REFERENCIADO DI,05.222.538/0001-64,0.006999999999999999,80000,0.0,Ricardo Pereira de Almeida,0,188,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6408026218.25,2019-02-01 00:00:00,-204991990.46,-25647274.76,527934078.58,6539475518.3,6346427869.62,6065067923.85,0.028350631194,0.057798330323,0.15625069832,9.684275399999999e-05,0.000131175689,0.001380935669,-0.003136967191,-0.006570915149,-0.010398707739,-0.201051178415,-0.09209574629100001,-0.322998086613,0.055781454918,-0.09585828000699999,0.002375378405,85.0,1103907477.173294
BRADESCO PRIME SELEÇÃO FIC AÇÕES,08.674.801/0001-44,0.03,1000,0.0,Luis Guedes Ferreira Costa,4,139,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15524492.37,2019-01-31 00:00:00,1693621.26,4149381.82,4290038.11,12787004.07,12321515.38,9869978.87,0.20141553347399999,0.152212641906,0.5336428889670001,0.217905570677,0.20858420960899998,0.207228749907,0.169927935089,0.08784339643299999,0.36699348290800005,-0.027986276134999998,0.002318565292,0.054394104033000004,0.22884635719799998,-0.001443968424,0.37976756905099995,41.0,137068707.4668293
BRADESCO PRIME SMALL CAP FIC AÇÕES,02.763.602/0001-26,0.03,1000,0.0,Luis Guedes Ferreira Costa,4,171,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,112196085.85,2019-01-31 00:00:00,17075633.72,13614470.7,18797237.47,79274199.65,79219197.14,71646510.13,0.286010758112,0.252542022863,0.664936762805,0.185959406732,0.18650110540899997,0.18087384254100003,0.254523159727,0.188172777391,0.498287356746,0.056608948503,0.102647946249,0.185687977872,0.313441581835,0.098885412533,0.511061442889,41.0,137068707.4668293
BRADESCO PRIME SML FIC AÇÕES,08.244.575/0001-61,0.03,1000,0.0,Luis Guedes Ferreira Costa,4,145,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,15247763.01,2019-01-31 00:00:00,-227982.62,-1172405.78,-3570275.52,13282959.79,13440143.1,13287154.06,0.202720880767,0.207522048362,0.47158615650999997,0.18992240980199998,0.18544314910899998,0.17895964181699997,0.171233282382,0.14315280289,0.304936750451,-0.026680928842,0.057627971748,-0.0076626284239999995,0.23015170449,0.053865438032,0.317710836594,41.0,137068707.4668293
BRADESCO PRIME SML PLUS FIC AÇÕES,12.440.748/0001-94,0.03,1000,0.0,Luis Guedes Ferreira Costa,4,97,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6924962.82,2019-01-31 00:00:00,-380859.29,-413986.34,-1320498.68,5845463.4,6198120.48,6074988.13,0.301171616687,0.162629409891,0.477159790335,0.186316306518,0.19148104882599998,0.177705004044,0.269684018302,0.098260164419,0.31051038427600003,0.071769807078,0.012735333277,-0.002088994598,0.328602440411,0.008972799561,0.32328447042,41.0,137068707.4668293
BRADESCO PRIME SPECIAL FIC RENDA FIXA,05.983.558/0001-58,0.01,30000,0.0,Ricardo Pereira de Almeida,0,177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,948152311.21,2019-02-01 00:00:00,-86798032.74,-179122501.08,-18873139.86,986909942.12,1017896303.31,1018448315.95,0.027542468672,0.054934689203,0.152642262076,0.000923325388,0.0018927592600000002,0.003859033052,-0.0039451297130000005,-0.009434556269,-0.014007143983,-0.20185934093699998,-0.094959387411,-0.32660652285700004,0.054973292396,-0.09872192112700001,-0.001233057839,85.0,1103907477.173294
BRADESCO PRIME SPECIAL FIC RENDA FIXA REFERENCIADO DI,05.983.569/0001-38,0.01,30000,0.0,Ricardo Pereira de Almeida,0,177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1115092141.57,2019-02-01 00:00:00,-95154669.23,-118356865.83,-157969003.94,1148039482.49,1140374479.64,1178904138.71,0.026063472693000002,0.05304984586,0.14284355272899998,0.00010876685299999999,0.000107818756,0.00125692416,-0.005424125692,-0.011319399613,-0.023805853331,-0.20333833691599998,-0.096844230754,-0.336405232205,0.053494296416999994,-0.10060676447,-0.011031767186999998,85.0,1103907477.173294
BRADESCO PRIVATE ALAVANCADO IBOVESPA FI AÇÕES,00.463.569/0001-93,0.02,20000,0.0,Luis Guedes Ferreira Costa,4,286,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,23962246.37,2019-01-31 00:00:00,-116862.28,-125886.09,-99377.59,21300713.9,20958019.43,19033613.0,0.201083541235,0.142202037719,0.535361786217,0.222894820277,0.215781681265,0.213226045875,0.16959594285000001,0.077832792247,0.368712380158,-0.028318268373999998,-0.0076920388949999995,0.056113001284,0.228514364958,-0.011454572611,0.38148646630099997,41.0,137068707.4668293
BRADESCO PRODUZIR BAHIA III FIC RENDA FIXA REFERENCIADO DI,07.667.250/0001-29,0.025,0,0.0,Ricardo Pereira de Almeida,0,152,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15597084.12,2019-02-01 00:00:00,-50419.12,2534757.45,-1021398.75,15844206.58,14780521.74,12875843.22,0.01808978973,0.03640792189,0.105576833795,1.5708626e-05,5.4507022999999995e-05,0.001235649618,-0.013397808656000001,-0.027961323582,-0.061072572264,-0.211312019879,-0.113486154724,-0.373671951138,0.045520613453,-0.11724868844,-0.048298486120000005,85.0,1103907477.173294
BRADESCO S&P 500 MAIS FI MULTIMERCADO,18.079.540/0001-78,0.015,10000,0.2,André Nogueira Fontenele,4,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,127235907.21,2019-01-31 00:00:00,-19155977.32,-81158307.16,93850912.21,145886861.22,160557982.92,116582559.87,-0.024841940334,-0.030441628545000002,0.278839409964,0.162574558146,0.159767286732,0.12294829089800001,-0.056329538719,-0.094810874018,0.112190003905,-0.254243749943,-0.180335705159,-0.200409374969,0.0025888833900000003,-0.18409823887600002,0.124964090049,22.0,249111850.80500004
BRADESCO SAFIRA FIC RENDA FIXA REFERENCIADO DI,04.237.569/0001-26,0.025,100,0.0,Ricardo Pereira de Almeida,0,211,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,160268099.95,2019-02-01 00:00:00,-228119990.46,-499643542.02,-447825795.51,160133616.78,368003580.97,481110260.9,0.018103665092,0.03561898808,0.09624596767,0.00011332323,0.00018440941200000002,0.001080283768,-0.013383933293000002,-0.028750257392,-0.070403438389,-0.211298144517,-0.11427508853400001,-0.383002817263,0.045534488814999996,-0.11803762225,-0.057629352244999994,85.0,1103907477.173294
BRADESCO SATURNO FIC RENDA FIXA,01.197.545/0001-00,0.015,20000,0.0,Ricardo Pereira de Almeida,0,174,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,454262724.25,2019-02-01 00:00:00,-72728455.17,-106853896.96,-89893266.27,487591049.48,508735333.82,521735001.96,0.024987618632,0.049626929781,0.140988101399,0.0008876349880000001,0.0018215759549999998,0.003819421005,-0.006499979754000001,-0.014742315691000001,-0.025661304661,-0.20441419097699998,-0.100267146833,-0.338260683535,0.052418442355000004,-0.10402968054900001,-0.012887218517,85.0,1103907477.173294
BRADESCO SELEÇÃO ESTRATÉGICA FI MULTIMERCADO,09.241.809/0001-80,0.02,100000,0.2,André Nogueira Fontenele,4,133,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11325385.3,2019-01-31 00:00:00,-1581285.43,-7638693.83,-16663453.94,12179465.84,13113718.37,17805515.97,0.019245465153,0.060175951584,0.10509991122000001,0.00428399017,0.012616236224999999,0.034964905216,-0.012242133232000001,-0.004193293888,-0.061549494839000005,-0.210156344456,-0.08971812503000001,-0.374148873713,0.046676288877000004,-0.09348065874599999,-0.048775408694999994,22.0,249111850.80500004
BRADESCO SELECTION FI AÇÕES,03.660.879/0001-96,0.015,20000,0.0,Luis Guedes Ferreira Costa,4,226,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,500494820.86,2019-01-31 00:00:00,264282025.43,398131307.73,400717463.07,296613941.24,185737726.14,106448457.77,0.21948264747700003,0.191409132792,0.616960127048,0.225504812922,0.212224480812,0.21173588777,0.187995049092,0.12703988732,0.450310720988,-0.009919162132,0.041515056178,0.137711342114,0.24691347120100002,0.037752522462,0.46308480713199995,41.0,137068707.4668293
BRADESCO SKY FI RENDA FIXA REFERENCIADO DI,04.831.907/0001-53,0.0045000000000000005,20000,0.0,Ricardo Pereira de Almeida,0,203,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,195072236.12,2019-02-01 00:00:00,-11644541.59,-58798283.01,-52246477.29,228046790.99,215977429.41,223933861.21,0.029380185873000002,0.059702567951,0.160251202193,0.000116800512,0.000124768676,0.0013566352130000001,-0.002107412513,-0.004666677522,-0.006398203866,-0.20002162373600002,-0.090191508664,-0.31899758274,0.056811009596,-0.09395404237999999,0.0063758822770000004,85.0,1103907477.173294
BRADESCO SMALL CAP PLUS FI AÇÕES,06.988.623/0001-09,0.015,20000,0.0,Luis Guedes Ferreira Costa,4,172,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,487944754.93,2019-01-31 00:00:00,158601914.96,136835464.92,234487578.24,298620855.58,286012568.71,240248927.65,0.295892298662,0.272016495379,0.717216945951,0.18586809438500002,0.18639444725499998,0.180761416842,0.264404700277,0.207647249907,0.550567539892,0.066490489053,0.122122418765,0.237968161018,0.323323122386,0.118359885049,0.563341626036,41.0,137068707.4668293
BRADESCO SML FIC AÇÕES,08.246.279/0001-08,0.035,500,0.0,Luis Guedes Ferreira Costa,4,142,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4604899.89,2019-01-31 00:00:00,-603558.69,-231918.02,-717680.88,4275843.67,4351258.55,3996286.04,0.19981234520299998,0.202424861719,0.458824613575,0.189815339265,0.18534439453899998,0.178880683525,0.168324746818,0.138055616246,0.292175207516,-0.029589464406,0.052530785104,-0.020424171358,0.227243168927,0.048768251388,0.30494929366,41.0,137068707.4668293
BRADESCO SPECIAL FIC RENDA FIXA REFERENCIADO DI,60.906.179/0001-72,0.005,1000000,0.0,Ricardo Pereira de Almeida,0,355,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30678811333.87,2019-02-01 00:00:00,-3236330805.54,-4552551798.46,-853278538.9,32127738510.26,32440719399.53,31990178396.08,0.029478520537,0.060030730383000004,0.1610116463,9.613673999999999e-05,0.000130143796,0.0013785350299999998,-0.002009077848,-0.004338515089,-0.005637759758999999,-0.19992328907200002,-0.089863346231,-0.318237138633,0.056909344261,-0.093625879947,0.007136326385,85.0,1103907477.173294
BRADESCO SUPER AÇÃO FI AÇÕES,71.739.445/0001-36,0.008,10000,0.0,Luis Guedes Ferreira Costa,4,297,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,16825442.45,2019-01-31 00:00:00,-79353.77,-230891.5,-329653.28,15068547.09,14857872.72,13412558.77,0.192950610853,0.14072832028,0.582364609857,0.22189363402099999,0.21458904078,0.211900598086,0.161463012468,0.076359074808,0.415715203798,-0.036451198755999996,-0.009165756334,0.103115824924,0.220381434577,-0.01292829005,0.428489289941,41.0,137068707.4668293
BRADESCO TARGET I FI RENDA FIXA,02.335.944/0001-45,0.003,300000,0.0,Ricardo Pereira de Almeida,0,246,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1082649754.14,2019-02-01 00:00:00,-25792684.25,456225143.52,478253460.46,985493521.73,951908240.51,746230717.69,0.03369571375,0.06581513802,0.172009466193,0.003234595633,0.002964576182,0.0034752145420000003,0.002208115365,0.001445892548,0.005360060134,-0.195706095859,-0.084078938594,-0.30723931874,0.061126537473999994,-0.08784147231,0.018134146278000002,85.0,1103907477.173294
BRADESCO TEAM FI MULTIMERCADO,03.553.574/0001-85,0.005,100000,0.0,André Nogueira Fontenele,1,221,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9086527.43,2019-01-31 00:00:00,-2822415.64,-6483528.29,377277.46,10284695.51,12891002.61,10337165.8,0.034008374804,0.074738226487,0.23379293696400003,0.00378038791,0.014097031196,0.034290830005,0.002520776419,0.010368981015,0.067143530904,-0.19539343480500002,-0.075155850127,-0.24545584797,0.061439198528,-0.078918383843,0.079917617048,22.0,249111850.80500004
BRADESCO TÍTULOS DO TESOURO FIC RENDA FIXA,13.401.188/0001-21,0.015,5000,0.0,Ricardo Pereira de Almeida,1,85,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,531785365.11,2019-01-31 00:00:00,-9066070.64,-111141554.78,101845154.9,478491624.54,531234887.1,573322039.85,0.072991540984,0.088484970681,0.214245836415,0.029336518856999998,0.029799292834000003,0.040466265634,0.041503942598,0.024115725209000002,0.047596430355,-0.15641026862500002,-0.061409105933,-0.265002948519,0.100422364707,-0.065171639649,0.06037051649900001,85.0,1103907477.173294
BRADESCO TOPÁZIO FIC RENDA FIXA REFERENCIADO DI,05.983.641/0001-27,0.015,5000,0.0,Ricardo Pereira de Almeida,0,177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1015995972.33,2019-02-01 00:00:00,-45308242.91,14654271.87,426081767.09,1046080145.78,1026559437.71,904813771.52,0.02345240065,0.047722841404,0.131344561033,0.000107834187,0.000106558958,0.0012585784259999998,-0.008035197735000001,-0.016646404068,-0.035304845025999995,-0.205949408959,-0.10217123520999999,-0.34790422390099995,0.050883224373999995,-0.105933768926,-0.022530758883,85.0,1103907477.173294
BRADESCO VALE FI AÇÕES,04.882.617/0001-39,0.015,1000,0.0,Luis Guedes Ferreira Costa,4,203,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,259424312.99,2019-01-31 00:00:00,-29127846.47,-46677864.22,-71022361.57,333669896.55,318545191.1,270177139.96,-0.156420927618,0.107669559648,0.39921330919500003,0.495916741956,0.41825655667100003,0.39081387315,-0.18790852600299998,0.043300314176,0.232563903136,-0.385822737227,-0.042224516966000006,-0.080035475738,-0.128990103894,-0.045987050682,0.24533798928,41.0,137068707.4668293
BRADESCO VÊNUS FIC RENDA FIXA,00.793.947/0001-05,0.035,100,0.0,Ricardo Pereira de Almeida,0,279,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,125526810.97,2019-02-01 00:00:00,-12733401.91,-27386179.99,-48750812.5,130726393.02,136817251.8,147257276.98,0.014775231984,0.028599694523,0.095716214077,0.000881857952,0.001823583151,0.003823211845,-0.016712366402000002,-0.035769550949,-0.070933191982,-0.214626577625,-0.121294382091,-0.383532570856,0.042206055707,-0.125056915807,-0.058159105839,85.0,1103907477.173294
BRADESCO VERSÁTIL FIC RENDA FIXA CURTO PRAZO,01.960.341/0001-71,0.025,100,0.0,Ricardo Pereira de Almeida,0,258,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,89112155.97,2019-02-01 00:00:00,-3460857.33,-6844974.19,20749432.13,89068993.86,90549262.94,92179853.25,0.017934148963,0.035727901195,0.100217729275,0.000172004223,0.00017381339999999998,0.001155235152,-0.013553449422,-0.028641344277999997,-0.066431676784,-0.211467660646,-0.11416617541900001,-0.379031055658,0.045364972686999995,-0.117928709136,-0.053657590639999996,85.0,1103907477.173294
BRADESCO YIELD FI RENDA FIXA LP,03.054.724/0001-06,0.005,20000,0.2,Ricardo Pereira de Almeida,1,237,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5769276.33,2019-01-31 00:00:00,-909118.69,-3794609.79,-6919815.75,6148879.54,6774295.75,8567169.85,0.025227527559,0.052642352805,0.14509354484099998,0.00010392703999999999,0.00036574484499999997,0.001373819285,-0.0062600708260000006,-0.011726892668,-0.021555861218,-0.20417428205,-0.097251723809,-0.334155240092,0.052658351283,-0.10101425752500001,-0.008781775074,85.0,1103907477.173294
BRASIL CAPITAL 30 FIC AÇÕES,14.866.273/0001-28,0.018799999999999997,15000,0.2,André Carvalhaes Ribeiro,25,77,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,356145511.22,2019-01-31 00:00:00,18420736.97,101282564.76,241726612.94,274331202.99,256030099.32,160028681.74,0.322186289801,0.224610229398,0.6487596680369999,0.178330028687,0.16560923667000002,0.155138947268,0.290698691415,0.160240983926,0.482110261978,0.092784480192,0.074716152784,0.169510883104,0.34961711352400004,0.070953619068,0.494884348122,1.0,356145511.22
BRASIL PLURAL BANESE EXPERT FI RENDA FIXA REFERENCIADO DI,00.830.599/0001-90,0.009250000000000001,500,0.0,Rafael Zlot,0,279,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10627349.99,2019-01-31 00:00:00,-613451.09,-478256.81,-7769185.38,10810057.04,10836858.72,14200674.34,0.022739876788,0.048025087368,0.138017955224,0.00019631760099999998,0.000267334891,0.0014318818480000002,-0.008747721598,-0.016344158105,-0.028631450835000002,-0.206661932821,-0.10186898924599999,-0.341230829709,0.050170700511000005,-0.105631522962,-0.015857364692,5.0,302482699.252
BRASIL PLURAL CRÉDITO CORPORATIVO II FIC RENDA FIXA CRÉDITO PRIVADO LP,18.316.558/0001-46,0.0085,3000,0.2,Rafael Zlot,33,64,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,457114309.65,2019-01-31 00:00:00,168600783.78,257721312.55,275033612.56,362479149.72,285609281.98,226963293.87,0.036053262785000005,0.073544924013,0.18604627459,0.0012067956489999999,0.001068690343,0.001709901727,0.004565664399,0.009175678541,0.019396868531,-0.193348546824,-0.076349152601,-0.293202510343,0.063484086508,-0.080111686317,0.032170954675,5.0,302482699.252
BRASIL PLURAL DEBÊNTURES INCENTIVADAS 45 FIC MULTIMERCADO CRÉDITO PRIVADO,24.623.412/0001-46,0.011000000000000001,100,0.2,Rafael Zlot,33,29,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,169035026.22,2019-01-31 00:00:00,86968661.71,72211225.04,73711372.19,106746870.41,95488381.46,98660147.82,0.049673618864,0.09557284805,0.196372094901,0.013017489388,0.013276599209,0.024602060042999998,0.018186020479,0.031203602576999997,0.029722688842,-0.179728190745,-0.054321228565000004,-0.282876690033,0.077104442587,-0.058083762281000005,0.042496774985,5.0,302482699.252
BRASIL PLURAL HIGH YIELD FI RENDA FIXA CRÉDITO PRIVADO,15.350.679/0001-16,0.004,3000,0.0,Rafael Zlot,1,80,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,642420770.07,2019-02-01 00:00:00,-363350534.51,-170966052.65,-480584530.82,813478805.32,819346450.18,877966996.32,0.032090645971999995,0.065020331165,0.16932317940699998,0.000680273108,0.000569094342,0.00138740229,0.000603047587,0.000651085693,0.002673773348,-0.197311163637,-0.084873745449,-0.309925605526,0.059521469695,-0.088636279165,0.015447859492,5.0,302482699.252
BRASIL PLURAL YIELD FI RENDA FIXA REFERENCIADO DI,11.616.354/0001-81,0.003,3000,0.0,Rafael Zlot,0,106,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,233216040.33,2019-02-01 00:00:00,-88796866.26,-71665088.81,-59961352.16,286965027.9,293992263.53,274806916.22,0.030464836887,0.062230054524999995,0.165553370503,0.00015028040499999999,0.000227052874,0.001368026296,-0.001022761498,-0.002139190947,-0.001096035556,-0.198936972722,-0.08766402208900001,-0.31369541443,0.057895660611,-0.09142655580499999,0.011678050588,5.0,302482699.252
BRB 5 MIL FI MULTIMERCADO LP,01.978.445/0001-03,0.01,5000,0.25,Andréa Moreira Lopes,3,258,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3637612.71,2019-01-31 00:00:00,-142159.4,-201220.68,-1110672.25,3604219.6,3674799.8,3862774.9,0.020305523839,0.043079651608,0.113535401447,0.015838127308,0.012338264743,0.01069764747,-0.011182074546,-0.021289593864,-0.053114004612,-0.20909628577,-0.106814425006,-0.365713383486,0.047736347563,-0.110576958722,-0.040339918468,12.0,100085349.40249999
BRB AÇÕES 500 FIC AÇÕES,31.937.303/0001-69,0.025,500,0.0,Andréa Moreira Lopes,4,366,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1863730.94,2019-01-31 00:00:00,73661.8,-19146.54,-59124.93,1521184.43,1608514.22,1689095.8,0.20471667673900001,0.11442093874699999,0.360264320386,0.215425846503,0.20735957874,0.21023949473999998,0.17322907835399998,0.050051693275,0.19361491432699998,-0.02468513287,-0.035473137867,-0.118984464547,0.232147500462,-0.039235671583,0.20638900047,12.0,100085349.40249999
BRB DI 100 MIL FIC RENDA FIXA LP,19.324.345/0001-29,0.006,100000,0.0,Andréa Moreira Lopes,0,60,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,77113668.47,2019-01-31 00:00:00,-6184520.79,-3023219.21,8102365.39,78695307.82,80315771.8,73144736.18,0.027694676690999998,0.055602518194,0.15315962349599999,0.005262294915,0.0049439477139999995,0.003872576442,-0.0037929216939999997,-0.008766727278999999,-0.013489782563,-0.201707132918,-0.09429155842,-0.326089161437,0.055125500415,-0.09805409213600001,-0.000715696419,12.0,100085349.40249999
BRB DI 1 MILHÃO FIC RENDA FIXA LP,15.786.690/0001-23,0.0025,1000000,0.0,Andréa Moreira Lopes,0,71,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,186996209.2,2019-01-31 00:00:00,-46327185.89,-93754229.65,-219768512.55,221204590.43,245206333.64,331086504.94,0.029472238286,0.05925828024,0.161901113473,0.006194647197000001,0.005448805532999999,0.004201040186,-0.002015360099,-0.005110965233,-0.004748292586000001,-0.199929571323,-0.090635796374,-0.31734767146,0.056903062010000005,-0.09439833009000001,0.008025793557,12.0,100085349.40249999
BRB DI 25 MIL FIC RENDA FIXA LP,00.832.587/0001-03,0.01,25000,0.0,Andréa Moreira Lopes,0,279,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,173012200.53,2019-01-31 00:00:00,-13410376.02,-22046542.27,-6272587.19,177237641.39,181251602.8,178971804.83,0.025578858753,0.051675708005,0.143553806762,0.0033101174900000002,0.002851793574,0.0025664398240000004,-0.005908739632,-0.012693537467,-0.023095599297,-0.203822950856,-0.09821836860899999,-0.335694978171,0.053009682476,-0.101980902325,-0.010321513152999999,12.0,100085349.40249999
BRB DI 500 FIC RENDA FIXA LP,05.086.234/0001-17,0.015,500,0.0,Andréa Moreira Lopes,0,199,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,97474991.61,2019-01-31 00:00:00,24572718.05,34835463.51,42490398.84,89194270.25,77360516.41,64812456.94,0.023199331486,0.046738703331,0.132571656156,0.001906966826,0.001881409832,0.002065718837,-0.008288266899,-0.017630542141000002,-0.034077749904000004,-0.206202478123,-0.103155373283,-0.346677128778,0.050630155208999994,-0.106917906999,-0.02130366376,12.0,100085349.40249999
BRB IMA-B FIC RENDA FIXA LP,10.824.344/0001-79,0.0025,50000,0.0,Andréa Moreira Lopes,1,105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4456263.83,2019-01-31 00:00:00,-308333.79,-2406858.03,-26869841.82,4150181.46,4382883.99,9219401.08,0.134580266227,0.11934522018699999,0.268177263854,0.059962158135,0.057475013509,0.074656144336,0.103092667842,0.054975974715,0.10152785779500001,-0.09482154338200001,-0.030548856427,-0.21107152107899999,0.16201108995,-0.034311390143,0.114301943939,12.0,100085349.40249999
BRB LIQUIDEZ FI RENDA FIXA,00.832.588/0001-40,0.05,50,0.0,Andréa Moreira Lopes,0,279,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50054866.86,2019-01-31 00:00:00,-4111558.56,939218.35,-158836.55,53549069.06,51769451.56,49242060.0,0.005643340847,0.011950156526,0.055422586781,0.000330430512,0.0007356501760000001,0.0013684858089999998,-0.025844257538,-0.052419088945999996,-0.111226819278,-0.223758468762,-0.137943920088,-0.423826198152,0.033074164571,-0.141706453804,-0.09845273313399999,12.0,100085349.40249999
BRB MAIS FI RENDA FIXA,05.554.339/0001-53,0.03,500,0.0,Andréa Moreira Lopes,0,189,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,140430250.42,2019-01-31 00:00:00,-38171806.57,-49129797.52,-95905024.47,151196132.41,158366240.93,185422822.61,0.01455867303,0.028017638508,0.09249330004400001,0.00032650452500000005,0.00041230278699999997,0.001435920296,-0.016928925355,-0.036351606965,-0.074156106016,-0.214843136579,-0.12187643810599999,-0.38675548489,0.041989496753999996,-0.125638971822,-0.061382019872,12.0,100085349.40249999
BRB PETROVALE FI AÇÕES,07.841.371/0001-45,0.03,500,0.0,Andréa Moreira Lopes,5,155,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10819744.47,2019-01-31 00:00:00,-314873.13,339230.65,-35873.6,11254861.77,10853435.57,8698253.08,0.051527577088,0.17083247858,0.435692464765,0.35915231653900004,0.35677610824399997,0.322137226013,0.020039978703000002,0.106463233107,0.269043058706,-0.17787423252100001,0.020938401966,-0.043556320168,0.078958400812,0.01717586825,0.281817144849,12.0,100085349.40249999
