Management Fee,Minimum Investment,Performance Fee,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets
1.7810160975125047,-0.13315640017999414,-0.6989731020094894,0.5728051045226108,1.5954319551261051,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,0.7109644572822186,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,1.7627996728406674,-0.22800826209613076,-0.2583124875465211,0.02818394581395492,-0.002025677885202487,-0.037294426675679164,-0.25915161990280317,-0.2716293605038596,-0.28284312565623837,-0.30479344863211055,-0.25883299375983354,-0.2961303477928645,-0.5071252426068689,-0.48615820855844044,-0.4355491485144871,-0.3047934486308972,-0.25883299376681845,-0.2961303477923303,-0.3047934486326222,-0.25883299376968133,-0.29613034779219055,-0.30479344862925606,-0.258832993769198,-0.29613034779139835,-0.8804551759462367,-0.6428403432750758
0.8325833455518409,-0.1163316535123875,1.431466566536435,0.19712358697107957,-1.1338658406260624,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,0.17959400686922847,1.7139900841462565,0.9873729375539766,0.8240327816122361,0.043725519836854514,-0.0442151604549012,-0.15176666967242258,-0.4425593278129773,-0.018111509236642582,-0.1634620864550576,-0.6624433921387423,-0.6214622943540257,-0.6006242613757747,-0.44255932781176044,-0.01811150924361934,-0.1634620864591943,-0.4425593278134966,-0.018111509235778138,-0.16346208645905635,-0.4425593278191843,-0.01811150923528081,-0.16346208645826465,-0.8507555700896466,0.3505677838701325
0.8325833455518409,-0.1163316535123875,1.431466566536435,-0.10342162707014535,-0.8879831563240653,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,-0.11717046467291009,0.484809395988922,0.24381035980433305,0.04954762454830032,-0.15466947443758933,-0.18617164715930787,-0.204390965326724,-0.3809555731522633,0.05485331309156234,-0.03827702882683582,-0.5024450688286682,-0.473246992726997,-0.31502291728692966,-0.38095557315104783,0.05485331308458801,-0.038277028826299596,-0.3809555731527793,0.05485331309242633,-0.038277028826163254,-0.38095557314940653,0.05485331309292801,-0.038277028825371935,-0.8507555700896466,0.3505677838701325
0.8325833455518409,-0.06482732697889781,1.431466566536435,0.49766880101230454,-0.8879831563240653,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,0.3607608638337606,1.8347291967018078,1.021561089697715,0.6962813284274888,0.2312936682446807,0.11324073125940928,0.028015918527834992,-0.15684936015289955,0.64789263173645,0.5953118212075232,-0.2845776975775201,-0.2076068619343451,0.11646538660335792,-0.1568493601516899,0.6478926317402091,0.5953118212080643,-0.15684936015340276,0.6478926317373112,0.5953118212081921,-0.15684936015004924,0.6478926317378468,0.5953118212089815,-0.8507555700896466,0.3505677838701325
0.642896795159708,-0.13315640017999414,1.431466566536435,0.6103732562777638,-1.3551602564978598,-0.837176962033833,-0.669642481202902,1.7220388693160091,-0.15917072726254547,-0.07647191129018727,-1.4907992606642886,-0.1981790212694045,1.8390665037174543,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,3.3758549134102895,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,1.7627996728406674,-0.22800826209613076,-0.28603367553008424,0.02997312903736329,-0.009902818583929723,-0.06265003157572602,-0.2867376629707353,-0.29999156533026067,-0.3073890248719283,1.559855004387785,-0.5949051900278474,0.8733272840361412,0.9767111659420453,1.08712424412498,0.9796003942436748,1.559855004388951,-0.5949051900348434,0.8733272840366846,1.5598550043873813,-0.5949051900269801,0.8733272840368087,1.559855004390588,-0.5949051900265161,0.8733272840375974,-0.8804551759462367,-0.7075446281060632
0.26352369437544254,-0.13315640017999414,1.431466566536435,-0.06585347531499224,-0.45768845879557046,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,1.7627996728406674,-0.22800826209613076,-0.28336995473572135,0.02752859395125306,-0.016639378904750556,-0.056501560872056,-0.28368080828424147,-0.293625682994908,-0.30402694953386217,-0.41652049167153077,-0.9651186443892209,-0.44584417214120714,-0.21019632167786656,-0.22719512451147955,-0.02010405672045441,-0.41652049167031463,-0.9651186443962292,-0.4458441721406742,-0.41652049167204874,-0.9651186443883517,-0.44584417214053246,-0.4165204916686732,-0.9651186443879091,-0.4458441721397399,-0.8804551759462367,-0.7075446281060632
2.2552324734928364,-0.13349976235688404,0.3662467322634727,0.5728051045226108,-0.16262923763317397,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,2.7864549539138586,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,-0.2848391958275763,0.03016341936111295,-0.007078566397294362,-0.06353756769380485,-0.2852303209333986,-0.29897035290896773,-0.3069837501427452,-0.26543392547916655,-0.27581759957296365,-0.3672518031901916,-0.5168335784681493,-0.4897144801164859,-0.5101248147934779,-0.2654339254779542,-0.2758175995692355,-0.367251803189658,-0.26543392547967587,-0.27581759957209795,-0.36725180318951717,-0.2654339254853783,-0.27581759957161556,-0.36725180318872497,-0.8210559642330566,-0.6868298014697511
-0.9694388831734202,-0.13349976235688404,-0.6989731020094894,-0.2912623858459109,0.021782775593323835,1.1944905860412185,-0.669642481202902,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,-0.6356741560367712,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,0.7109644572822186,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,-0.2880360300460249,0.02248673188453108,-0.01991169209121937,-0.07626225259735736,-0.2875825003544271,-0.3004819492677227,-0.30640254511917414,-0.5842812526462079,-0.42088982051078067,-0.5280740264850136,-0.7252335294474243,-0.7345852869332745,-0.7846604185313453,-0.5842812526449874,-0.4208898205070573,-0.5280740264844811,-0.5842812526467357,-0.4208898205099142,-0.5280740264843381,-0.584281252652411,-0.42088982050944,-0.5280740264835455,-0.8210559642330566,-0.6868298014697511
0.7377400703557745,-0.1163316535123875,-0.6989731020094894,1.324168139625673,-0.8756890221089655,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,0.7109644572822186,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,1.7627996728406674,-0.22800826209613076,-0.286235038046872,0.03430947340908797,-0.007317057467322717,-0.06338590569504048,-0.2867093467981787,-0.3005943677463656,-0.3084482381272992,-1.0323928049841782,-0.9437388749633473,-0.3814137289418931,-0.28869745162403126,-0.2880917456121958,-0.3149428712761584,-1.0323928049829463,-0.9437388749596415,-0.38141372894135966,-1.0323928049847317,-0.943738874962478,-0.3814137289412188,-1.0323928049813036,-0.9437388749620343,-0.38141372894042636,-0.8210559642330566,-0.6868298014697511
0.8325833455518409,-0.13006614058798474,1.431466566536435,0.5352369527674576,-1.2691013169921608,-0.837176962033833,1.4933341716966124,-0.5807069850851848,-0.15917072726254547,-0.07647191129018727,0.6707811215001594,-0.1981790212694045,-0.5437541263345391,-0.3588789399216372,1.5731330124142315,-0.1274682455316105,-0.29622126117671316,-0.19011727515734336,-1.4065400734977223,-0.14412325750244384,-0.1662304473107864,-0.10498241691762614,-0.38670469089677534,-0.5672794336230773,-0.22800826209613076,1.3449321598123167,0.9376918979417782,0.32496090019793,1.0677601479444783,1.247615498845097,1.3228174736429719,1.3474663866918826,-0.45301832726324376,-0.9778373344241518,-0.46290788612632977,-0.4364164623237749,-0.1934297223148351,-0.004019098948107655,-0.4530183272620266,-0.9778373344311605,-0.4629078861257968,-0.4530183272637638,-0.9778373344232824,-0.4629078861256547,-0.45301832726038527,-0.9778373344228407,-0.4629078861248622,-0.8804551759462367,1.855970282768933
