Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
ITAÚ COMMODITIES FI AÇÕES,09.093.975/0001-86,0.009000000000000001,1,0.0,Gilberto Hideo Nagai,4,123,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3875077.24,2019-01-31 00:00:00,-4411507.53,-5941988.92,-6574866.69,5727554.89,6811490.27,6391279.21,0.044273069501999995,0.23901673733800002,0.628820233653,0.235974798013,0.239692722161,0.238932372168,0.012785471117,0.174647491865,0.462170827594,-0.185128740107,0.08912266072399999,0.14957144872000003,0.071703893226,0.08536012700800001,0.474944913737,24.0,173038627.68333334,-1,6,1,3,6
ITAÚ CORPORATE DIFERENCIADO FIC RENDA FIXA CRÉDITO PRIVADO LP,20.287.889/0001-47,0.0025,1000000,0.0,Tatiana Grecco,1,52,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2045340413.13,2019-02-01 00:00:00,-930038896.38,-1548825165.62,-580708601.57,2483505359.53,2850292619.61,2847828994.79,0.031839197717,0.064576282549,0.168807856076,0.000232963455,0.000208362891,0.001352216874,0.000351599332,0.00020703707600000002,0.002158450017,-0.197562611892,-0.08531779406500001,-0.310440928857,0.059270021441,-0.089080327781,0.014932536159999999,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ CORPORATE FIC RENDA FIXA REFERENCIADO DI,02.850.991/0001-27,0.005,100000,0.0,Tatiana Grecco,0,241,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47619745.65,2019-02-01 00:00:00,-2308206.89,-7178757.97,-19972615.14,47870054.53,48444143.29,52482013.61,0.029040701724,0.05917468684,0.156153875182,7.093549299999999e-05,8.5621096e-05,0.0012843958930000001,-0.002446896662,-0.005194558633000001,-0.010495530877000002,-0.200361107885,-0.09071938977399999,-0.323094909751,0.056471525447,-0.09448192349,0.002278555267,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ DAILY FIC RENDA FIXA CURTO PRAZO,05.044.718/0001-01,0.0275,1,0.0,Tatiana Grecco,0,191,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26599384.39,2019-02-01 00:00:00,-5563190.97,-6779047.7,-16325786.85,28891663.69,31447132.76,34704091.22,0.016926570284,0.033227663424,0.08147443777800001,4.7624325e-05,0.000247711207,0.0009271114320000001,-0.014561028100999998,-0.031141582048,-0.08517496828099999,-0.212475239325,-0.11666641319,-0.397774347155,0.044357394007,-0.120428946906,-0.07240088213700001,92.0,1980211007.7465215,2,1,4,2,0
ITAÚ DIVIDENDOS FI AÇÕES,02.887.290/0001-62,0.015,5000,0.0,Gilberto Hideo Nagai,4,240,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,283324825.21,2019-01-31 00:00:00,9501244.39,47955728.48,63342897.05,222831903.55,219586455.56,191073311.04,0.309795142521,0.220168366559,0.520389301062,0.21850754300500003,0.204727046442,0.219226823487,0.278307544136,0.155799121086,0.353739895003,0.080393332912,0.070274289945,0.041140516129,0.337225966245,0.066511756229,0.36651398114600003,24.0,173038627.68333334,1,6,1,3,6
ITAÚ DIVIDENDOS FIC AÇÕES,08.078.571/0001-50,0.03,20000,0.0,Gilberto Hideo Nagai,4,137,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13500642.53,2019-01-31 00:00:00,1429182.81,2850478.94,4877917.11,9932860.31,9903767.47,8477234.15,0.297216406915,0.187152774509,0.44356267447400005,0.215847148567,0.20244917878899998,0.214865877482,0.26572880853,0.122783529037,0.27691326841499997,0.06781459730600001,0.037258697895,-0.035686110459,0.32464723063900003,0.033496164179000004,0.289687354559,24.0,173038627.68333334,1,6,1,3,6
ITAÚ DÓLAR FIC CAMBIAL,02.497.034/0001-69,0.015,1000,0.0,Marcello Siniscalchi,1,244,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,30220756.21,2019-01-31 00:00:00,-14516770.86,1887862.83,-2117808.1,37644880.32,35419260.43,30317182.0,-0.02039898648,0.162857157294,0.15935510495799998,0.150293917761,0.15120527851600002,0.138069754883,-0.051886584865,0.098487911822,-0.007294301101,-0.249800796089,0.012963080679999999,-0.319893679975,0.007031837244,0.009200546964,0.005479785042999999,19.0,310338618.28684217,-1,4,4,4,4
ITAÚ DUNAMIS FIC AÇÕES,24.571.992/0001-75,0.02,5000,0.2,Gilberto Hideo Nagai,24,28,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,462698889.86,2019-01-31 00:00:00,439756105.59,436792932.09,388639331.43,51591039.31,27019867.97,27752092.0,0.259033771605,0.21752877166700002,0.575690995259,0.205335326023,0.201440247119,0.192790589089,0.22754617321999998,0.153159526194,0.4090415892,0.029631961996,0.067634695053,0.096442210326,0.28646459532900004,0.06387216133700001,0.4218156753440001,24.0,173038627.68333334,1,0,1,3,3
ITAÚ EMPRESA MIX FIC RENDA FIXA CRÉDITO PRIVADO LP,13.417.364/0001-13,0.0035,500000,0.2,Tatiana Grecco,1,91,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6310122456.64,2019-02-01 00:00:00,569842755.34,1688142001.26,4511392937.94,6054182799.7,5496863428.07,4117790952.42,0.031327779529000004,0.063517753319,0.16628931714499998,0.00023296446400000002,0.000208306892,0.001329984359,-0.000159818856,-0.000851492153,-0.000360088914,-0.198074030079,-0.08637632329500002,-0.312959467788,0.058758603253,-0.090138857011,0.01241399723,92.0,1980211007.7465215,-1,5,4,2,2
ITAÚ EMPRESAS PRÉ FIC RENDA FIXA LP,09.093.749/0001-03,0.01,50000,0.0,Tatiana Grecco,0,132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,244900218.1,2019-01-31 00:00:00,9445615.72,54530817.83,135124403.29,207407740.14,223203782.36,178499341.44,0.075192903391,0.097314535525,0.239801866099,0.034339130338,0.033636274173,0.039438911092,0.043705305006,0.032945290052999995,0.07315246003999999,-0.154208906218,-0.052579541089,-0.239446918834,0.10262372711500001,-0.056342074805,0.08592654618399999,92.0,1980211007.7465215,3,1,4,2,2
ITAÚ ESPECIAL FIC RENDA FIXA,04.222.433/0001-42,0.01,50000,0.0,Tatiana Grecco,0,213,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591540962.94,2019-02-01 00:00:00,-65863487.9,-94521362.11,-31828863.23,623049373.95,637836926.6,629774395.92,0.026968311139,0.054301990991000006,0.146666829612,0.000324283739,0.000437644095,0.001418324306,-0.004519287246,-0.010067254481,-0.019982576448,-0.20243349847,-0.095592085623,-0.332581955322,0.054399134863,-0.099354619339,-0.007208490304,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ ESPECIAL FIC RENDA FIXA CURTO PRAZO,04.222.376/0001-00,0.01,50000,0.0,Tatiana Grecco,0,217,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,74354425.54,2019-02-01 00:00:00,-6314592.49,-14830162.13,-32609408.61,76213547.68,79236312.36,85454403.72,0.026232043095,0.053563672542,0.143092723669,5.802188999999998e-06,6.6693483e-05,0.001232299991,-0.00525555529,-0.010805572930999999,-0.02355668239,-0.203169766514,-0.096330404072,-0.33615606126400005,0.053662866819,-0.10009293778799999,-0.010782596247,92.0,1980211007.7465215,2,1,4,2,0
ITAÚ ESPECIAL FIC RENDA FIXA REFERENCIADO DI,04.220.338/0001-00,0.01,1000,0.0,Tatiana Grecco,0,213,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1287319388.82,2019-02-01 00:00:00,-9569938.23,-16646138.0,-160936644.75,1305794542.99,1276180800.54,1272512687.67,0.026470748941,0.053888682888,0.144857272927,1.6563274e-05,7.2446724e-05,0.001273558517,-0.005016849443999999,-0.010480562584,-0.021792133132000003,-0.20293106066799999,-0.096005393726,-0.33439151200600004,0.053901572665,-0.099767927442,-0.009018046988,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ ESTRATÉGIA S&P500® FIC AÇÕES,17.759.799/0001-05,0.02,50000,0.0,Gilberto Hideo Nagai,4,65,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,297457136.19,2019-01-31 00:00:00,-29484637.32,-52032977.46,217275477.52,345000918.71,341038341.21,229352770.66,-0.030193878012,-0.03823000738,0.289693454232,0.163909546555,0.161459121224,0.123614501309,-0.061681476397,-0.102599252852,0.12304404817299999,-0.259595687621,-0.188124083994,-0.18955533070099997,-0.002763054288,-0.19188661771,0.13581813431700002,24.0,173038627.68333334,0,6,1,0,1
ITAÚ EXCELLENCE FIC RENDA FIXA,10.474.810/0001-33,0.005,300000,0.0,Tatiana Grecco,0,110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11699028969.22,2019-02-01 00:00:00,-956024488.94,-1594106600.24,305716137.05,11981790823.03,12285710110.0,11896235246.43,0.030558462935000006,0.061169402198,0.16012774231600002,0.0007509622220000001,0.001099706026,0.001896966254,-0.00092913545,-0.003199843275,-0.0065216637430000005,-0.198843346674,-0.088724674416,-0.31912104261700003,0.057989286659,-0.092487208132,0.006252422400999999,92.0,1980211007.7465215,-1,5,4,1,8
ITAÚ EXCELLENCE FIC RENDA FIXA REFERENCIADO DI,10.474.514/0001-32,0.005,300000,0.0,Tatiana Grecco,0,110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18242941899.33,2019-02-01 00:00:00,468483603.34,988357084.5,282470409.84,18095679282.38,17243159433.06,16456559968.15,0.029388366309,0.059800332093,0.157979980713,3.0406298000000002e-05,7.7949983e-05,0.001289344893,-0.002099232076,-0.004568913379000001,-0.008669425347,-0.2000134433,-0.090093744521,-0.321268804221,0.056819190033,-0.09385627823699999,0.004104660797,92.0,1980211007.7465215,-1,5,4,1,8
ITAÚ FIC AÇÕES BDR NÍVEL I,20.147.389/0001-00,0.02,50000,0.0,Gilberto Hideo Nagai,4,53,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61609859.57,2019-01-31 00:00:00,17410187.61,36851201.22,47070734.1,76321947.93,56647299.41,37279233.22,-0.08012283434800001,0.043553497788,0.228905614969,0.182303770789,0.187578970055,0.171897899737,-0.111610432734,-0.020815747684,0.06225620891,-0.309524643957,-0.106340578826,-0.25034316996399997,-0.052692010625,-0.110103112542,0.075030295054,24.0,173038627.68333334,1,6,1,0,1
ITAÚ FIC CAMBIAL,01.623.535/0001-81,0.005,5000,0.0,Marcello Siniscalchi,1,257,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,771784468.14,2019-01-31 00:00:00,48148216.02,387289411.75,-179549722.25,831261279.86,623137505.61,526252259.47,-0.015265679062999998,0.17828404269300002,0.198906641379,0.150501754586,0.151406904922,0.138260572237,-0.046753277448,0.11391479722100001,0.032257235319999994,-0.24466748867199997,0.028389966079,-0.280342143554,0.012165144661,0.024627432363000003,0.045031321463,19.0,310338618.28684217,-1,4,4,4,4
ITAÚ FIC RENDA FIXA REFERENCIADO DI,00.832.445/0001-38,0.0275,500,0.0,Tatiana Grecco,0,279,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,517417563.07,2019-02-01 00:00:00,8309797.87,45303705.19,-27653455.9,509493004.97,497912377.14,485468120.89,0.017861979876000002,0.035994911412,0.103968061655,3.0325609e-05,6.3735474e-05,0.001235186242,-0.01362561851,-0.028374334060000006,-0.062681344404,-0.21153982973299998,-0.113899165202,-0.375280723278,0.045292803598999995,-0.11766169891799999,-0.04990725826,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ FIC RENDA FIXA SIMPLES,18.185.829/0001-71,0.012,1,0.0,Tatiana Grecco,0,38,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,293267871.19,2019-02-01 00:00:00,59290369.05,-48643581.41,121080031.5,262577223.36,276640008.96,274003511.75,0.025119741183,0.045937808294,0.122164995014,4.493345e-05,0.00030592317,0.001170195068,-0.006367857201999999,-0.018431437178,-0.044484411045000005,-0.204282068426,-0.10395626832,-0.357083789919,0.052550564906000005,-0.10771880203600001,-0.031710324901,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ FIX PLUS FIC MULTIMERCADO,07.190.429/0001-38,0.01,100000,0.2,Marcello Siniscalchi,1,161,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,416528981.73,2019-01-31 00:00:00,-41240279.46,-128842595.22,-17765249.48,435270355.86,455095997.88,517858369.98,0.030190154881000002,0.058881062704,0.149158468732,0.0049627782689999995,0.005516295155999999,0.006547060492,-0.001297443504,-0.005488182768999999,-0.017490937327,-0.199211654728,-0.09101301391000001,-0.330090316201,0.057620978604,-0.09477554762599999,-0.004716851183,19.0,310338618.28684217,0,2,2,0,1
ITAÚ FUTURA FIC RENDA FIXA REFERENCIADO DI,10.474.847/0001-61,0.0125,100,0.0,Tatiana Grecco,0,109,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,152588218.03,2019-02-01 00:00:00,-26059724.23,-34121976.53,-77471078.16,163739642.04,168759768.03,183126025.73,0.025461355074,0.051736989812000006,0.14046975165,3.0278058000000002e-05,7.8246142e-05,0.001290492751,-0.006026243311000001,-0.012632255661,-0.026179654408999997,-0.203940454535,-0.098157086802,-0.338779033283,0.052892178798000004,-0.101919620518,-0.013405568264999999,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ GLOBAL DINÂMICO FIC MULTIMERCADO,21.407.385/0001-86,0.015,50000,0.2,Marcello Siniscalchi,2,44,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,536803403.06,2019-01-31 00:00:00,339276020.74,426420454.04,479793584.99,304295740.68,227008152.41,153954636.64,0.056364643688,0.086178887673,0.189076723122,0.023049022656,0.025951964352000003,0.038620444649999995,0.024877045303,0.021809642200000003,0.022427317063000003,-0.173037165921,-0.063715188942,-0.29017206181099997,0.083795467412,-0.067477722658,0.035201403207,19.0,310338618.28684217,0,2,2,0,1
ITAÚ GOVERNANÇA CORPORATIVA FI AÇÕES,07.686.680/0001-98,0.009000000000000001,0,0.0,Gilberto Hideo Nagai,4,149,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,65882422.0,2019-01-31 00:00:00,-7178550.03,-10716894.38,-23174021.63,59348443.8,60663964.28,61249790.88,0.257363167484,0.16857757200999998,0.5235153290510001,0.22595093366799998,0.210722857559,0.197690506467,0.225875569098,0.104208326538,0.356865922992,0.027961357875000002,0.018683495396,0.044266544118,0.284793991207,0.01492096168,0.369640009136,24.0,173038627.68333334,1,6,1,3,6
ITAÚ IBRX ATIVO FIC AÇÕES,54.486.055/0001-82,0.04,1000,0.0,Gilberto Hideo Nagai,4,404,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,665901386.06,2019-01-31 00:00:00,-9775296.73,-17961285.28,-37811462.22,578738524.14,567005528.58,531199549.97,0.252694090704,0.185195549613,0.47418955945,0.220512887994,0.212188533907,0.202072938612,0.221206492319,0.12082630414100001,0.307540153391,0.023292281095,0.035301472999,-0.005059225483000001,0.280124914428,0.031538939283,0.32031423953500004,24.0,173038627.68333334,-1,6,1,3,6
ITAÚ IMA-B 5+ FIC RENDA FIXA,14.437.684/0001-06,0.004,5000,0.0,Tatiana Grecco,2,82,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65255119.61,2019-01-31 00:00:00,23258651.17,18810430.86,-72715214.55,36846455.04,36245793.49,149692519.51,0.19777436360800002,0.16335487505700005,0.33751467749499997,0.085526995975,0.079068061244,0.10085786936,0.16628676522299998,0.098985629585,0.17086527143600005,-0.031627446001,0.013460798443,-0.141734107438,0.225205187332,0.009698264727,0.18363935758000002,92.0,1980211007.7465215,3,1,4,2,2
ITAÚ IMA-B 5 FIC RENDA FIXA,10.396.367/0001-20,0.015,50000,0.0,Tatiana Grecco,1,111,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,715696114.84,2019-01-31 00:00:00,-85406522.89,-196525140.88,-336207066.56,719071594.96,772156843.24,828995759.66,0.06104029114800001,0.084881435517,0.202743835816,0.027603198881,0.030227861208,0.032165377934000004,0.029552692762000003,0.020512190045,0.036094429756,-0.16836151846099998,-0.065012641097,-0.276504949118,0.088471114871,-0.068775174813,0.0488685159,92.0,1980211007.7465215,3,1,4,2,2
ITAÚ IMA-B ATIVO FIC RENDA FIXA,05.073.656/0001-58,0.005,100000,0.0,Tatiana Grecco,1,195,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95088441.28,2019-01-31 00:00:00,10542610.91,5448991.48,10646572.01,76139309.34,73703058.79,77840594.05,0.139079334603,0.13718129664099998,0.293611359871,0.058464991657,0.055265992396999995,0.076266032611,0.107591736218,0.072812051169,0.126961953812,-0.090322475006,-0.012712779973,-0.185637425062,0.166510158327,-0.016475313688999998,0.139736039956,92.0,1980211007.7465215,-1,1,4,2,2
ITAÚ INDEX IBOVESPA 1 FI AÇÕES,10.239.877/0001-93,0.009000000000000001,1,0.0,Gilberto Hideo Nagai,4,120,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2116210.04,2019-01-31 00:00:00,-4609532.8,-6118847.32,-15763857.45,4780801.28,5669207.2,9019978.45,0.108979459408,-0.049321970478,0.215444150198,0.216298512114,0.203437436554,0.187344079485,0.077491861023,-0.11369121595000001,0.048794744139,-0.120422350201,-0.199216047092,-0.263804634736,0.13641028313200002,-0.202978580808,0.06156883028200001,24.0,173038627.68333334,1,6,1,0,6
ITAÚ INDEX IBOVESPA 4 FI AÇÕES,19.674.794/0001-05,0.018000000000000002,50000,0.0,Gilberto Hideo Nagai,4,47,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,12951073.97,2019-01-31 00:00:00,-985826.68,-2698954.59,-6376812.36,11724380.08,11969027.39,12480309.58,0.208947244239,0.199070214754,0.504385259608,0.205522436362,0.194677774249,0.18717057102499998,0.17745964585399998,0.134700969282,0.33773585354900004,-0.020454565369999997,0.04917613813999999,0.025136474675,0.236378067963,0.045413604424000005,0.35050993969300004,24.0,173038627.68333334,1,6,1,3,6
ITAÚ INDEX IBOVESPA FI AÇÕES,03.370.003/0001-05,0.001,1,0.0,Gilberto Hideo Nagai,4,232,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,556982740.41,2019-01-31 00:00:00,205549721.49,244433166.23,261991464.93,355393848.86,320069441.09,254263562.06,0.23301775093700006,0.155641132174,0.492290801904,0.231271288202,0.218679918238,0.204509775572,0.201530152551,0.091271886702,0.32564139584400004,0.003615941328,0.00574705556,0.013042016969999999,0.26044857466,0.001984521844,0.338415481988,24.0,173038627.68333334,1,6,1,3,6
ITAÚ INDEX IBOVESPA FIC AÇÕES,67.976.449/0001-60,0.02,50000,0.0,Gilberto Hideo Nagai,4,318,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,246475158.93,2019-01-31 00:00:00,64330184.67,81514913.62,85105353.45,174546569.97,162199991.71,138294941.56,0.22126986976200005,0.133712639817,0.436383795995,0.231381068941,0.21878358941,0.20461604679900003,0.189782271377,0.069343394344,0.269734389936,-0.008131939847000001,-0.016181436797,-0.042864988938,0.248700693486,-0.019943970514,0.28250847608,24.0,173038627.68333334,1,6,1,3,6
ITAÚ ÍNDICE IBOVESPA FIC AÇÕES,01.135.345/0001-15,0.02,20000,0.0,Gilberto Hideo Nagai,4,272,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,119980605.14,2019-01-31 00:00:00,22025215.49,40078003.63,52753861.21,91292458.24,85814680.85,66362043.38,0.221276712499,0.13232118684799998,0.4272194395990001,0.231395990786,0.21878894148400002,0.204628833657,0.189789114114,0.067951941376,0.26057003354,-0.008125097109999998,-0.017572889766,-0.052029345334,0.248707536223,-0.021335423481999998,0.273344119684,24.0,173038627.68333334,1,6,1,3,6
ITAÚ INSTITUCIONAL FIC RENDA FIXA REFERENCIADO DI,00.902.484/0001-64,0.0025,400000,0.0,Tatiana Grecco,0,278,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1832062.74,2019-02-01 00:00:00,23130.86,-64942.06,-12941501.13,1806454.67,1798284.5,4930415.0,0.022222769775,0.04498248812800001,0.135656934799,0.000100253173,9.420488999999999e-05,0.001652814508,-0.00926482861,-0.019386757344,-0.03099247126,-0.207179039833,-0.104911588486,-0.343591850134,0.049653593499,-0.108674122202,-0.018218385117,92.0,1980211007.7465215,2,1,4,2,0
ITAÚ INSTITUCIONAL INFLAÇÃO 5 FIC RENDA FIXA,09.093.819/0001-15,0.004,5000,0.0,Tatiana Grecco,1,112,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1171246937.7,2019-01-31 00:00:00,-171541550.35,-698762561.85,-1084721141.06,1208362539.62,1407129573.1,1638834263.73,0.06708250377899999,0.097074321078,0.22986732626200002,0.027730795123,0.030367081555,0.032310378814,0.035594905394,0.032705075606,0.063217920203,-0.16231930582899998,-0.052819755536000004,-0.249381458671,0.094513327503,-0.05658228925200001,0.07599200634600001,92.0,1980211007.7465215,3,1,4,2,2
ITAÚ INSTITUCIONAL JUROS E MOEDAS FIC MULTIMERCADO,00.973.117/0001-51,0.0035,1000,0.0,Marcello Siniscalchi,1,277,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79642267.72,2019-01-31 00:00:00,8443200.43,-13421079.28,-151329855.13,72919641.72,73169284.23,133905395.3,0.037343177114,0.07172298753100001,0.16554420867400002,0.004103601952,0.003705848881,0.006619857634000001,0.005855578728000001,0.007353742058,-0.001105197385,-0.192058632495,-0.078171089084,-0.313704576259,0.06477400083700001,-0.08193362280000001,0.011668888759,19.0,310338618.28684217,0,2,2,0,1
ITAÚ JUROS REAIS FIC RENDA FIXA,23.731.371/0001-49,0.009000000000000001,50000,0.0,Tatiana Grecco,1,34,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,453293415.91,2019-01-31 00:00:00,46078004.81,182691508.62,403100267.6,385230802.04,375960023.43,231299993.82,0.064410983657,0.091583253401,0.217258125038,0.027736945516,0.030375053125999998,0.032312759748,0.032923385272,0.027214007928999997,0.050608718979,-0.164990825952,-0.058310823213,-0.26199065989500003,0.09184180738099999,-0.062073356929,0.063382805122,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ KINEA ARKHE FIC MULTIMERCADO,10.396.876/0001-52,0.015,50000,0.0,Rubens Luiz dos Santos Henriques,1,111,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1969733726.47,2019-01-31 00:00:00,268936129.96,1299530786.83,1636150844.56,1905789724.47,1501878163.11,920078183.46,0.034522669678,0.070177781418,0.178146931298,0.007606743858,0.007827765955000001,0.010284656153,0.0030350712929999996,0.005808535946,0.011497525238999998,-0.19487913993099998,-0.079716295196,-0.301101853636,0.061953493402,-0.08347882891200001,0.024271611382,24.0,711183843.8875,0,2,2,0,1
ITAÚ LARGE CORPORATE FIC RENDA FIXA REFERENCIADO DI,03.697.262/0001-45,0.003,300000,0.0,Tatiana Grecco,0,225,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1170334.44,2019-02-01 00:00:00,-55317.78,-81729.38,-541580.73,1187072.16,1190164.38,1222616.59,0.027135482916,0.05524343814,0.147846212284,7.2503317e-05,0.000133166371,0.001307272173,-0.004352115469,-0.009125807332,-0.018803193775,-0.20226632669300001,-0.094650638474,-0.33140257264899997,0.054566306640000006,-0.09841317219,-0.006029107631,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ LION FIC RENDA FIXA REFERENCIADO DI,01.624.178/0001-76,0.001,100,0.0,Tatiana Grecco,0,253,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9895997.91,2019-02-01 00:00:00,-322985.71,-866929.83,-2759458.08,9927260.92,9983572.36,10391234.83,0.030988816471000002,0.063019400632,0.16496265011800001,3.0340131000000003e-05,7.889124600000001e-05,0.001288479026,-0.000498781914,-0.0013498448410000001,-0.0016867559409999998,-0.198412993138,-0.08687467598200001,-0.314286134815,0.058419640194,-0.09063720969799999,0.011087330203000002,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ MAX FIC RENDA FIXA,07.104.783/0001-00,0.018000000000000002,20000,0.0,Tatiana Grecco,0,164,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,458237513.13,2019-02-01 00:00:00,-174576132.64,-388881788.84,-158934124.03,530806203.03,640270483.91,700753030.48,0.022861986344,0.045918771396,0.12856061323600002,0.000325503471,0.000438485677,0.001420139593,-0.008625612042,-0.018450474076,-0.038088792823,-0.20653982326499998,-0.103975305218,-0.35068817169699995,0.050292810067,-0.107737838934,-0.025314706679,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ MAX FIC RENDA FIXA REFERENCIADO DI,07.104.788/0001-25,0.018000000000000002,20000,0.0,Tatiana Grecco,0,164,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,740227464.62,2019-02-01 00:00:00,-292714172.52,-619798998.59,-442429107.94,866872228.31,1036947442.77,1143228221.94,0.022373776618,0.045521904999,0.12680347768300002,2.1393979e-05,7.344893200000001e-05,0.001275286856,-0.009113821768,-0.018847340473,-0.039845928376000005,-0.207028032991,-0.104372171615,-0.35244530725100004,0.049804600341,-0.108134705331,-0.027071842233000003,92.0,1980211007.7465215,0,1,4,2,2
ITAÚ MAXI FIC RENDA FIXA REFERENCIADO DI,10.397.614/0001-02,0.016,5000,0.0,Tatiana Grecco,0,115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,444232369.03,2019-02-01 00:00:00,-67836515.52,-151815128.29,-323161050.76,474753619.32,504552219.96,572526890.41,0.023375679953,0.047537465708,0.13110648655999999,2.1101140000000006e-05,7.321546599999999e-05,0.0012736530310000001,-0.008111918433,-0.016831779765000002,-0.035542919499,-0.206026129656,-0.102356610906,-0.34814229837300004,0.050806503676,-0.106119144622,-0.022768833355,92.0,1980211007.7465215,0,1,4,2,2
