Name,CNPJ,Management Fee,Minimum Investment,Performance Fee,Portfolio Manager,Liquidity Ratios,age_months,CVM Category_Fixed Income,CVM Category_Multimarket,CVM Category_Equities,CVM Category_FX,Tax Classification_Exempt,Tax Classification_Long Term,Tax Classification_Short Term,Private Credit Anbima_Not applicable,Private Credit Anbima_Yes,Leveraged Anbima_Yes,Performance Fee Reference Index_100% do IBX,Performance Fee Reference Index_100% do Ibovespa,Performance Fee Reference Index_Other_performance_fee,Performance Fee Reference Index_There is not,Benchmark_Dollar,Benchmark_IBX,Benchmark_IMA-B,Benchmark_Ibovespa,Benchmark_Not Informed,Benchmark_Other_Benchmark,Last_Assets,Last_Assets_date,Assets_Flow_6m,Assets_Flow_12m,Assets_Flow_24m,Average_Assets_6m,Average_Assets_12m,Average_Assets_24m,Return_6m,Return_12m,Return_24m,Volatility_6m,Volatility_12m,Volatility_24m,Excess_Return_-_CDI_Opening_6m,Excess_Return_-_CDI_Opening_12m,Excess_Return_-_CDI_Opening_24m,Excess_Return_-_Ibovespa_6m,Excess_Return_-_Ibovespa_12m,Excess_Return_-_Ibovespa_24m,Excess_Return_-_Dollar_6m,Excess_Return_-_Dollar_12m,Excess_Return_-_Dollar_24m,#_Funds_managed,Manager_avg_Assets,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
AAA ALLOCATION FIC MULTIMERCADO,01.353.626/0001-44,0.035,1000,0.0,Erick Espagolla Scott Hood,23,266,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,76641454.8,2019-01-31 00:00:00,-2043439.92,4810209.93,32157885.13,74770733.1,73929235.18,60841388.83,0.055830275293,0.06975071480100001,0.20165477373399998,0.027133843244,0.028510867149,0.035362020432,0.024342676908,0.005381469327999999,0.035005367675,-0.173571534316,-0.08014336181399999,-0.277594011199,0.083261099017,-0.08390589553,0.047779453819000006,2.0,75751024.645,0,2,2,0,1
ABSOLUTE ALPHA GLOBAL FIC MULTIMERCADO,21.983.042/0001-60,0.025,50000,0.2,Fabiano Cunha Guido Rios,13,44,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1179318698.19,2019-01-31 00:00:00,563316453.51,901450538.73,1109287828.11,825018699.97,603709840.08,340581010.41,0.040633137495,0.092219717996,0.230051390986,0.010421958763,0.014398825120999999,0.01973045326,0.00914553911,0.027850472523,0.06340198492600001,-0.18876867211399997,-0.057674358618,-0.249197393948,0.068063961218,-0.061436892334,0.07617607107,3.0,1082291242.4733334,0,2,2,0,1
ABSOLUTE HEDGE FIC MULTIMERCADO,18.860.059/0001-15,0.025,50000,0.2,Fabiano Cunha Guido Rios,5,64,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,432046315.64,2019-01-31 00:00:00,151092623.58,227598580.79,140757930.25,333580352.33,273010203.12,228271744.48,0.047428729799999986,0.099030272647,0.256846286248,0.027637419444,0.029857490345,0.046775090802,0.015941131415,0.034661027174,0.09019688018899999,-0.18197307980900002,-0.05086380396700001,-0.222402498685,0.074859553524,-0.054626337682999994,0.102970966333,3.0,1082291242.4733334,0,2,2,0,1
ABSOLUTE VERTEX CSHG FIC MULTIMERCADO,18.422.272/0001-45,0.025,200000,0.2,Fabiano Cunha Guido Rios,21,64,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1635508713.59,2019-01-31 00:00:00,603808091.46,932433476.75,949528663.23,1289638189.29,970516651.35,724267865.63,0.072150184928,0.15438471004499998,0.392461088825,0.051079459872,0.05756341413900001,0.08763429900900001,0.040662586543000014,0.090015464573,0.225811682766,-0.157251624681,0.004490633431,-0.086787696108,0.099581008652,0.000728099715,0.23858576891,3.0,1082291242.4733334,0,2,2,0,1
AC2 ALL EQUITIES FI AÇÕES,18.214.066/0001-40,0.023,1000,0.2,Paulo Eduardo Galvão Sobral,24,26,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,6837687.24,2019-01-31 00:00:00,-1443411.0,-2328431.58,449515.77,6438165.17,7857081.26,8456233.11,0.261522132042,0.038381652473,0.451968152598,0.18679131227200002,0.192602202334,0.16936771488600005,0.230034533657,-0.025987593000000003,0.285318746539,0.032120322433000004,-0.111512424141,-0.027280632335000003,0.288952955766,-0.11527495785700001,0.298092832683,2.0,10191398.98,1,0,1,3,6
AC2 ALL INVESTORS FI MULTIMERCADO,11.741.292/0001-30,0.019,1000,0.2,Paulo Eduardo Galvão Sobral,6,99,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13545110.72,2019-01-31 00:00:00,-2263221.81,-8433424.62,8138465.84,14010209.12,22686942.34,15631478.09,0.043505516224,0.003825836629,0.16960968529700002,0.059082729067,0.055520383560000004,0.074702038113,0.012017917839,-0.060543408844,0.002960279238,-0.185896293385,-0.14606823998500001,-0.309639099636,0.070936339948,-0.149830773701,0.015734365382,2.0,10191398.98,0,2,2,0,1
ACCESS HEDGE FIC MULTIMERCADO CRÉDITO PRIVADO,09.645.320/0001-73,0.04,0,0.1,Ricardo Braga,23,123,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9845465.39,2019-01-31 00:00:00,-1379594.34,231040.78,-660389.64,10171957.36,10236081.93,9321158.84,0.060172076765,0.068165367473,0.186431775204,0.026089248083,0.028139952601999998,0.028300177392,0.02868447838,0.003796122001,0.019782369145,-0.169229732844,-0.081728709141,-0.292817009729,0.08760290048800001,-0.08549124285700001,0.032556455288999996,4.0,31180059.6775,0,1,4,0,1
ACCESS SOBERANO FI RENDA FIXA REFERENCIADO DI,08.912.596/0001-08,0.006,0,0.0,Ricardo Braga,0,138,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1795627.38,2019-02-01 00:00:00,-3954084.44,-11398951.28,-16573203.02,4345443.58,6714690.42,10561549.97,0.024999603027,0.054624290314,0.15200901972,0.003665880839,0.002600242571,0.002303395342,-0.006487995357999999,-0.009744955158,-0.014640386339,-0.204402206582,-0.0952697863,-0.32723976521299997,0.052430426749999995,-0.099032320016,-0.001866300195,4.0,31180059.6775,0,1,4,2,2
ACCESS SPX NIMITZ FIC MULTIMERCADO,18.507.744/0001-62,0.024,50000,0.0,Ricardo Braga,43,65,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6330643.23,2019-01-31 00:00:00,10845.89,14908.77,-470729.22,6508306.32,6452802.07,6195690.49,-0.024432179721,0.005821429621000001,0.183400524315,0.050636183578,0.049168944346000006,0.046782670652,-0.055919778106,-0.058547815851,0.016751118255999998,-0.25383398933,-0.144072646993,-0.295848260618,0.002998644003,-0.147835180709,0.0295252044,4.0,31180059.6775,0,2,2,0,1
ADAM MACRO 1 FIC MULTIMERCADO,24.119.419/0001-25,0.025,10000,0.2,Márcio Appel,22,33,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4113716517.11,2019-01-31 00:00:00,302973434.32,301141080.33,1414080294.52,3807138809.34,3788327931.89,3540201298.43,0.039479391322,0.00263867094,0.165957329036,0.034741949389,0.059042071557,0.07622518169,0.007991792937000001,-0.061730574533,-0.000692077023,-0.189922418287,-0.147255405674,-0.31329145589699997,0.06691021504599999,-0.15101793939000002,0.012082009121000001,2.0,2607594003.5,0,2,2,0,1
ADAM MACRO ADVISORY FIC MULTIMERCADO,24.078.037/0001-09,0.025,50000,0.2,Márcio Appel,22,33,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1101471489.89,2019-01-31 00:00:00,-174632932.57,-195792395.51,-45727034.53,1168356401.23,1229727047.76,1210911900.5,0.039811905588000004,0.004658214357999999,0.16838520137100002,0.031352828869,0.057337332988,0.074705885062,0.008324307202,-0.05971103111499999,0.001735795312,-0.189589904021,-0.145235862257,-0.310863583562,0.06724272931099999,-0.148998395973,0.014509881455999999,2.0,2607594003.5,0,2,2,0,1
AF INVEST GERAES FI RENDA FIXA CRÉDITO PRIVADO,09.720.734/0001-10,0.006,25000,0.0,Pedro Lopes Sternick,1,124,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3294419575.65,2019-01-31 00:00:00,807314980.53,2289305390.36,2913459021.49,2705538776.28,2079689546.95,1269853473.05,0.036760527066,0.075213919795,0.193759768417,0.00112818927,0.0010537022650000001,0.001844785061,0.005272928681,0.010844674323,0.027110362358,-0.19264128254299998,-0.074680156819,-0.285489016516,0.06419135079,-0.078442690535,0.039884448502,2.0,1663736008.365,0,1,4,2,2
AF INVEST MINAS FI AÇÕES BDR NÍVEL I,11.209.172/0001-96,0.022,25000,0.15,Pedro Lopes Sternick,11,107,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,33052441.08,2019-01-31 00:00:00,-341582.08,502012.05,8431785.86,26645208.07,25684354.14,21358207.25,0.361009800463,0.333485990219,0.7523629737580001,0.18520533061099997,0.174340423972,0.15595193840500002,0.32952220207800004,0.269116744747,0.5857135676990001,0.13160799085400002,0.18359191360500002,0.273114188825,0.38844062418700004,0.17982937988900002,0.598487653842,2.0,1663736008.365,1,0,1,3,3
ALASKA BLACK II FIC AÇÕES BDR NÍVEL I,26.648.868/0001-96,0.025,1000,0.2,Henrique Bredda,24,24,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,502226962.08,2019-01-31 00:00:00,129615716.77,246691035.66,358301928.7,322388002.15,266236583.65,155289685.15,0.355797781672,0.406096653134,1.222636250778,0.39293892107,0.36630264150200004,0.4013842307360001,0.324310183287,0.341727407661,1.055986844719,0.126395972063,0.25620257652,0.743387465845,0.383228605396,0.252440042804,1.068760930863,3.0,218354497.29,-1,0,1,3,3
ALASKA CASH FI RENDA FIXA CRÉDITO PRIVADO,09.510.882/0001-00,0.005,5000,0.0,Henrique Bredda,1,128,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,17050282.26,2019-01-31 00:00:00,-2371350.87,-6542138.55,-9085820.23,17452194.8,19398082.46,20751606.38,0.029109748646999997,0.059807720138999994,0.161896034234,0.000548492719,0.00047195108699999995,0.0015096295470000002,-0.002377849739,-0.004561525333,-0.004753371825,-0.200292060962,-0.090086356475,-0.317352750699,0.05654057237000001,-0.093848890191,0.008020714319,3.0,218354497.29,0,1,4,2,2
ALASKA RANGE FI MULTIMERCADO,13.001.211/0001-90,0.025,5000,0.2,Henrique Bredda,11,95,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135786247.53,2019-01-31 00:00:00,-4267196.48,-19027678.88,22636379.28,126682392.64,133360857.25,139928823.43,0.100061719957,-0.01320443067,0.053416510723,0.148170456466,0.157665930082,0.137096666893,0.06857412157199999,-0.077573676142,-0.113232895336,-0.129340089652,-0.163098507284,-0.42583227421,0.12749254368100002,-0.16686104100000002,-0.100458809192,3.0,218354497.29,0,2,2,0,1
ALFA AÇÕES PREMIUM FI AÇÕES,00.575.922/0001-27,0.02,10000,0.0,Ana Paula Soler Moreno Fachim ,4,284,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,32856508.64,2019-01-31 00:00:00,3652878.5,9135912.67,10899913.06,25609466.68,24058079.64,18874394.8,0.25250036136,0.19318589689,0.511597096845,0.25300832688700003,0.234860646787,0.226195325566,0.221012762975,0.128816651417,0.34494769078599996,0.023098551751,0.043291820275,0.032348311912,0.279931185084,0.039529286559,0.35772177693,6.0,85992165.97166666,1,6,1,3,6
ALFA CRÉDITO PRIVADO FIC RENDA FIXA CRÉDITO PRIVADO,09.290.598/0001-75,0.005,20000,0.0,Ana Paula Soler Moreno Fachim ,1,129,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,65817178.4,2019-01-31 00:00:00,-3930267.08,-6197106.86,11024892.24,68063952.11,67116002.71,63638785.92,0.029817268439,0.061161605009,0.16089146009299998,0.000196327754,0.000212973485,0.001302018389,-0.001670329946,-0.0032076404639999998,-0.005757945966000001,-0.19958454117,-0.08873247160499999,-0.31835732484,0.057248092163,-0.092495005321,0.007016140178000001,6.0,85992165.97166666,0,1,4,2,2
ALFA EMPRESA FI RENDA FIXA REFERENCIADO DI,11.739.156/0001-05,0.003,100000,0.0,Ana Paula Soler Moreno Fachim ,0,95,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36852498.66,2019-01-31 00:00:00,-10299391.22,-44463478.07,6150904.64,41576981.59,44416702.85,44694713.84,0.030816457274,0.062258702303,0.16328869383099998,0.000154770873,0.000161886398,0.0012919101350000002,-0.0006711411120000001,-0.0021105431699999996,-0.003360712228,-0.198585352335,-0.08763537431099999,-0.315960091102,0.058247280997,-0.091397908027,0.009413373915,6.0,85992165.97166666,0,1,4,2,2
ALFA FI AÇÕES,03.907.174/0001-20,0.013,1000,0.0,Guilherme Ernesto Sand,4,83,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,46432924.83,2019-01-31 00:00:00,-2332723.82,-3930403.21,-4733090.26,38116839.43,37119664.43,33624024.05,0.49093182456600004,0.426526161123,0.990621648829,0.30681037299,0.301424142035,0.32220128180700003,0.459444226181,0.362156915651,0.8239722427689999,0.261530014957,0.276632084509,0.511372863895,0.51836264829,0.272869550793,0.8367463289129999,5.0,51009127.27600001,-1,0,1,3,3
ALFA MIX FI RENDA FIXA LP,02.733.791/0001-94,0.005,20000,0.0,Ana Paula Soler Moreno Fachim ,0,244,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,309401076.2,2019-01-31 00:00:00,-49031813.75,-112341936.37,-86366462.55,330225603.97,351933666.56,370590757.99,0.031040613128,0.061576866387,0.160316930106,0.0005105697960000001,0.000561858763,0.002491865367,-0.000446985257,-0.0027923790850000003,-0.006332475953000001,-0.198361196481,-0.08831721022700001,-0.31893185482700004,0.058471436852,-0.092079743943,0.00644161019,6.0,85992165.97166666,0,1,4,2,2
ALFA ORBIS FI RENDA FIXA REFERENCIADO DI LP,02.733.802/0001-36,0.006999999999999999,100000,0.0,Ana Paula Soler Moreno Fachim ,0,244,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42037704.88,2019-01-31 00:00:00,-5176190.25,-3219056.49,-43992750.33,43083966.37,43251808.62,49737007.88,0.028532831088,0.057564508921,0.153343213708,0.000125331272,0.000265381371,0.001410189917,-0.002954767297,-0.006804736552,-0.013306192351,-0.200868978521,-0.092329567693,-0.32590557122499997,0.055963654811000005,-0.09609210140900001,-0.000532106208,6.0,85992165.97166666,0,1,4,2,2
ALLOCATION FXRF FI MULTIMERCADO,11.888.379/0001-34,0.015,0,0.1,Manoel Evaristo Ferreira Junior,1,94,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28655584.67,2019-01-31 00:00:00,6417484.77,14254569.41,12229374.58,25786608.34,19896994.35,16632174.71,0.036312841321,0.06509734151600001,0.17565441223800002,0.013372433691000002,0.019297053518000002,0.027019677329000003,0.004825242936,0.0007280960440000001,0.009005006179,-0.19308896828699998,-0.084796735098,-0.303594372695,0.06374366504500001,-0.088559268814,0.021779092322999998,7.0,106421149.16142859,0,2,2,0,1
AMAZÔNIA FI AÇÕES,17.812.153/0001-36,0.02,5000,0.2,Diogo Lisa de Figueiredo,14,68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,19134362.71,2019-01-31 00:00:00,1756403.9,3087535.96,8266676.62,15768414.38,15112927.59,12188838.29,0.17582791878999998,0.137440756296,0.4510541168160001,0.14235470094900002,0.121973550581,0.09921179527999999,0.144340320405,0.073071510824,0.284404710757,-0.053573890819,-0.012453320318,-0.028194668117,0.203258742514,-0.016215854034,0.2971787969,1.0,19134362.71,1,0,1,3,6
AMAZÔNIA PERSONALIZADO FIC RENDA FIXA LP,08.070.814/0001-04,0.015,10000,0.0,Alenir de Oliveira Romanello,1,137,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,82580973.37,2019-01-31 00:00:00,-11011830.65,-13362121.24,-26272534.32,95543717.44,95401072.01,98200362.62,0.023358820814999997,0.04739868341799999,0.13110038832499998,7.7478253e-05,0.000112806317,0.0012739147779999998,-0.00812877757,-0.016970562054,-0.035549017733999995,-0.206042988794,-0.10249539319599998,-0.34814839660799995,0.050789644539000006,-0.106257926912,-0.02277493159,56.0,1325857630.9246428,0,1,4,2,2
AMJD FI AÇÕES,18.783.169/0001-20,0.02,100,0.0,Alexandre Thiede Donini,4,64,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8074537.82,2019-01-31 00:00:00,30000.0,-11039.26,26960.74,7039809.07,6846092.97,6420167.21,0.241775197888,0.180305019714,0.36322563218599996,0.19070282790100002,0.19073252171799998,0.17582157372200002,0.210287599503,0.115935774241,0.19657622612700001,0.012373388279,0.0304109431,-0.116023152747,0.269206021612,0.026648409384,0.209350312271,13.0,60863689.81615384,1,6,1,3,6
ANDBANK PERFORMANCE LIVRE FIC MULTIMERCADO,04.874.817/0001-40,0.0345,25000,0.2,Ricardo Braga,22,200,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106748502.71,2019-01-31 00:00:00,-7288684.97,-11799556.39,9274702.14,108062638.9,110209924.85,104814870.79,0.045410924743,0.056142657749,0.1838887208,0.023289843540000004,0.026096790669999998,0.038365424868,0.013923326358,-0.008226587722999999,0.017239314741,-0.183990884865,-0.093751418865,-0.295360064134,0.07284174846699999,-0.097513952581,0.030013400883999997,4.0,31180059.6775,0,2,2,0,1
APEX AÇÕES 30 FIC AÇÕES,15.862.830/0001-03,0.025,1000,0.2,Fábio Spinola Vianna,24,77,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,564646813.05,2019-01-31 00:00:00,135653367.82,186509387.32,102077040.98,415664011.68,353826243.31,310181109.98,0.25637793207000004,0.244766287013,0.6056242128489999,0.205566895409,0.19510483050500002,0.195954952306,0.224890333684,0.180397041541,0.43897480679,0.026976122461,0.094872210399,0.12637542791599998,0.283808755793,0.09110967668299999,0.45174889293399995,2.0,302577868.83,1,0,1,3,3
APEX EQUITIES FIC AÇÕES,21.494.427/0001-63,0.025,20000,0.16,Fábio Spinola Vianna,24,46,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,40508924.61,2019-01-31 00:00:00,13900000.0,17675000.0,10765373.31,29097840.68,22371662.87,18911724.02,0.25431876253,0.251628903826,0.621150832397,0.206264286888,0.195926806105,0.196363672097,0.222831164145,0.187259658354,0.454501426338,0.024916952921,0.101734827212,0.14190204746399998,0.281749586254,0.097972293496,0.467275512482,2.0,302577868.83,1,0,1,3,3
ARG I FI MULTIMERCADO,19.523.641/0001-59,0.025,5000,0.15,Mário Alves Barbosa Filho,21,57,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45276756.98,2019-01-31 00:00:00,2715802.65,7129549.41,7785794.74,42522741.49,40024151.99,35504118.83,0.041712671157999995,0.123728255069,0.301304899272,0.042524363391000006,0.038987293917,0.043979924531,0.010225072772,0.059359009597,0.134655493213,-0.187689138451,-0.026165821545,-0.177943885661,0.069143494881,-0.029928355261,0.147429579357,1.0,45276756.98,0,2,2,0,1
ARGUCIA INCOME FI AÇÕES,07.670.115/0001-32,0.04,10000,0.0,Felipe Carvalho da Cruz,4,157,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25782538.78,2019-01-31 00:00:00,145948.57,-1073158.8,-4401123.26,22964964.09,23205228.38,23873296.92,0.13118877555,0.00950949896,0.314459220247,0.189702823849,0.19701941273499998,0.188877073799,0.09970117716499999,-0.054859746512000006,0.147809814188,-0.09821303405899999,-0.140384577654,-0.164789564686,0.15861959927400002,-0.14414711137,0.16058390033199998,2.0,29207813.975,1,6,1,0,6
ARGUCIA QUARK FI MULTIMERCADO,07.810.479/0001-70,0.039900000000000005,50000,0.2,Felipe Carvalho da Cruz,22,154,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32633089.17,2019-01-31 00:00:00,0.0,260000.0,260000.0,29356680.46,29425353.74,31403617.93,0.08216926296900001,-0.041320883001,0.15284803299900002,0.285541578972,0.284936390689,0.216673770599,0.050681664583999995,-0.10569012847300001,-0.013801373059999998,-0.14723254664000002,-0.191214959615,-0.32640075193400003,0.10960008669299999,-0.19497749333099998,-0.001027286916,2.0,29207813.975,-1,3,2,0,1
ARIA CAPITAL ALLOCATION FIC MULTIMERCADO,21.082.114/0001-06,0.035,10000,0.2,Eduardo Vaz do Canto,5,41,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6711861.09,2019-01-31 00:00:00,-122855.78,-1068338.23,-1487764.02,6485527.72,6729491.26,6980501.06,0.080129518008,0.047926757545999996,0.15085452374400002,0.030545735202,0.033408809974999995,0.025808839883,0.048641919623,-0.016442487927,-0.015794882315,-0.149272291601,-0.101967319068,-0.328394261189,0.107560341732,-0.105729852784,-0.003020796171,2.0,16655538.45,0,2,2,0,1
ARIA CAPITAL HEDGE FI MULTIMERCADO,17.414.721/0001-40,0.025,10000,0.2,Eduardo Vaz do Canto,1,43,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26599215.81,2019-01-31 00:00:00,-1486461.99,-10619293.66,-6661671.5,25575732.16,29088643.97,31062952.35,0.09325825115599999,0.06500309624299999,0.189011160401,0.032081268446999996,0.034938293138,0.053825042725,0.061770652771,0.00063385077,0.022361754342,-0.136143558453,-0.084890980371,-0.290237624532,0.12068907488,-0.088653514088,0.035135840486,2.0,16655538.45,0,2,2,0,1
ARTESANAL FIC MULTIMERCADO,09.625.909/0001-00,0.03,100,0.2,Alexandre Fontes Tamietto Galhano,2,121,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34735486.43,2019-01-31 00:00:00,-10598569.55,-38365994.41,-47446980.35,38531095.41,46698421.17,63083020.55,0.03706019242,0.071307421575,0.197214953203,0.008150871167,0.009317634166,0.010181904862000001,0.0055725940350000005,0.006938176102,0.030565547144,-0.19234161718899997,-0.07858665504000001,-0.28203383173,0.064491016144,-0.082349188756,0.043339633288,2.0,78538786.695,0,2,2,0,1
ARTESANAL FI RENDA FIXA,24.773.832/0001-09,0.006999999999999999,1000,0.0,Alexandre Fontes Tamietto Galhano,0,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122342086.96,2019-02-01 00:00:00,10209688.76,22134641.75,81715887.96,104795841.69,91750092.88,74022532.12,0.032862820454000005,0.065705516509,0.17363843555199998,0.000106856631,0.000171700193,0.0013907366730000002,0.001375222069,0.0013362710359999998,0.006989029492999999,-0.19653898915399998,-0.084188560105,-0.305610349381,0.060293644178,-0.08795109382099998,0.019763115637,2.0,78538786.695,0,1,4,2,2
ARX ESPECIAL FIC MULTIMERCADO,11.357.776/0001-80,0.03,20000,0.2,Roberto David Benisti,5,109,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136710723.94,2019-01-31 00:00:00,-17284216.17,-54650888.22,-45222975.83,142602778.97,152610516.31,146276504.5,0.050424730698,0.072983033632,0.186493003664,0.029177065984999997,0.026406975551999997,0.027056975147000003,0.018937132313,0.00861378816,0.019843597605000002,-0.178977078911,-0.076911042982,-0.29275578126900004,0.077855554422,-0.080673576698,0.032617683749,20.0,271846388.305,0,2,2,0,1
ARX EXTRA ACCESS FIC MULTIMERCADO,21.293.613/0001-34,0.025,5000,0.0,Rafael de Almeida Mazzer,22,48,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2305937.26,2019-01-31 00:00:00,-253220.52,-1420491.49,-24435448.99,2341307.92,2490053.85,13551645.59,0.051535804656999994,0.06818323035400001,0.167464611509,0.036354411768,0.031527081417,0.034783288701,0.020048206272,0.0038139848810000002,0.00081520545,-0.17786600495199995,-0.08171084626000001,-0.311784173424,0.078966628381,-0.08547337997599999,0.013589291593999998,6.0,118012095.17666666,0,2,2,0,1
ARX EXTRA FIC MULTIMERCADO,06.041.290/0001-06,0.025,20000,0.2,Roberto David Benisti,22,181,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,253282845.21,2019-01-31 00:00:00,-104148624.79,-387683367.28,-730734675.91,306068196.87,381614286.43,704849961.78,0.05316458465,0.07106285288099999,0.174139269327,0.036531726869,0.031721550721,0.034951198781000004,0.021676986264,0.006693607409,0.007489863268,-0.17623722495900002,-0.078831223733,-0.305109515606,0.080595408373,-0.08259375744900001,0.020263949412,20.0,271846388.305,0,2,2,0,1
ARX FI AÇÕES,04.515.848/0001-04,0.02,20000,0.2,Rogério Freitas Poppe de Figueiredo,4,210,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,19369831.34,2019-01-31 00:00:00,-8416288.07,-12839061.81,-62385047.9,18644842.45,23015688.31,31957441.91,0.264972236162,0.164873212695,0.511312659363,0.237874002453,0.22777554462900002,0.215093968512,0.233484637777,0.100503967222,0.34466325330399994,0.035570426553,0.014979136081,0.03206387443,0.292403059886,0.011216602365000002,0.357437339448,4.0,142097628.2725,1,0,1,3,6
ARX INCOME FI AÇÕES,03.168.062/0001-03,0.04,20000,0.0,Rogério Freitas Poppe de Figueiredo,4,235,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,388660245.47,2019-01-31 00:00:00,92743935.99,129796019.22,146136935.75,273721463.41,240490946.34,196491422.78,0.27920086186500004,0.279542686246,0.6122548564920001,0.234491436045,0.22639268615299998,0.215075576538,0.24771326348,0.215173440774,0.445605450433,0.049799052256,0.12964860963199998,0.133006071559,0.306631685588,0.125886075916,0.4583795365760001,4.0,142097628.2725,1,0,1,3,3
ARX LONG SHORT FIC MULTIMERCADO,07.158.060/0001-86,0.025,20000,0.2,Rogério Freitas Poppe de Figueiredo,5,166,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67008741.53,2019-01-31 00:00:00,-29270601.04,-78863484.04,-306897247.53,76405133.81,94465211.63,130398283.75,0.03419137236,0.054983293211000005,0.143980975976,0.025323723131,0.030304158932,0.030452747611,0.002703773975,-0.009385952262,-0.022668430083,-0.195210437249,-0.094910783403,-0.335267808957,0.061622196084000005,-0.098673317119,-0.009894343940000001,4.0,142097628.2725,0,2,2,0,1
ARX LONG TERM FIC AÇÕES,10.237.480/0001-62,0.025,20000,0.2,Rogério Freitas Poppe de Figueiredo,24,124,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,93351694.75,2019-01-31 00:00:00,-12185507.28,-19365963.06,-71410539.95,82190007.76,87969346.83,86344958.15,0.315462130211,0.197559647947,0.564623915346,0.22300251281300001,0.204730033422,0.190129247947,0.28397453182599997,0.133190402475,0.397974509287,0.086060320602,0.047665571333,0.085375130413,0.342892953935,0.043903037617000006,0.410748595431,4.0,142097628.2725,1,0,1,3,3
ARX TARGET INSTITUCIONAL FI MULTIMERCADO,03.369.187/0001-93,0.013500000000000002,5000,0.2,Roberto David Benisti,1,232,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85325065.83,2019-01-31 00:00:00,-423829.18,692291.15,-20439363.1,76465184.81,79694246.86,74554604.05,0.040563859492,0.074255840746,0.183110422477,0.013346813715,0.011708246161,0.010265356284,0.009076261107,0.009886595273,0.016461016418,-0.188837950116,-0.07563823586900001,-0.296138362456,0.06799468321600001,-0.079400769585,0.029235102562,20.0,271846388.305,0,2,2,0,1
